# id;timestamp;commentText;codeText;commentWords;codeWords
GenericFileEndpoint -> public void setAntInclude(String antInclude);1548250802;Ant style filter inclusion._Multiple inclusions may be specified in comma-delimited format.;public void setAntInclude(String antInclude) {_        this.antInclude = antInclude__    };ant,style,filter,inclusion,multiple,inclusions,may,be,specified,in,comma,delimited,format;public,void,set,ant,include,string,ant,include,this,ant,include,ant,include
GenericFileEndpoint -> public void setNoop(boolean noop);1549345447;If true, the file is not moved or deleted in any way._This option is good for readonly data, or for ETL type requirements._If noop=true, Camel will set idempotent=true as well, to avoid consuming the same files over and over again.;public void setNoop(boolean noop) {_        this.noop = noop__    };if,true,the,file,is,not,moved,or,deleted,in,any,way,this,option,is,good,for,readonly,data,or,for,etl,type,requirements,if,noop,true,camel,will,set,idempotent,true,as,well,to,avoid,consuming,the,same,files,over,and,over,again;public,void,set,noop,boolean,noop,this,noop,noop
GenericFileEndpoint -> public void setNoop(boolean noop);1549345604;If true, the file is not moved or deleted in any way._This option is good for readonly data, or for ETL type requirements._If noop=true, Camel will set idempotent=true as well, to avoid consuming the same files over and over again.;public void setNoop(boolean noop) {_        this.noop = noop__    };if,true,the,file,is,not,moved,or,deleted,in,any,way,this,option,is,good,for,readonly,data,or,for,etl,type,requirements,if,noop,true,camel,will,set,idempotent,true,as,well,to,avoid,consuming,the,same,files,over,and,over,again;public,void,set,noop,boolean,noop,this,noop,noop
GenericFileEndpoint -> public void setNoop(boolean noop);1549879447;If true, the file is not moved or deleted in any way._This option is good for readonly data, or for ETL type requirements._If noop=true, Camel will set idempotent=true as well, to avoid consuming the same files over and over again.;public void setNoop(boolean noop) {_        this.noop = noop__    };if,true,the,file,is,not,moved,or,deleted,in,any,way,this,option,is,good,for,readonly,data,or,for,etl,type,requirements,if,noop,true,camel,will,set,idempotent,true,as,well,to,avoid,consuming,the,same,files,over,and,over,again;public,void,set,noop,boolean,noop,this,noop,noop
GenericFileEndpoint -> public void setAntExclude(String antExclude);1548250802;Ant style filter exclusion. If both antInclude and antExclude are used, antExclude takes precedence over antInclude._Multiple exclusions may be specified in comma-delimited format.;public void setAntExclude(String antExclude) {_        this.antExclude = antExclude__    };ant,style,filter,exclusion,if,both,ant,include,and,ant,exclude,are,used,ant,exclude,takes,precedence,over,ant,include,multiple,exclusions,may,be,specified,in,comma,delimited,format;public,void,set,ant,exclude,string,ant,exclude,this,ant,exclude,ant,exclude
GenericFileEndpoint -> public void setAntExclude(String antExclude);1549345447;Ant style filter exclusion. If both antInclude and antExclude are used, antExclude takes precedence over antInclude._Multiple exclusions may be specified in comma-delimited format.;public void setAntExclude(String antExclude) {_        this.antExclude = antExclude__    };ant,style,filter,exclusion,if,both,ant,include,and,ant,exclude,are,used,ant,exclude,takes,precedence,over,ant,include,multiple,exclusions,may,be,specified,in,comma,delimited,format;public,void,set,ant,exclude,string,ant,exclude,this,ant,exclude,ant,exclude
GenericFileEndpoint -> public void setAntExclude(String antExclude);1549345604;Ant style filter exclusion. If both antInclude and antExclude are used, antExclude takes precedence over antInclude._Multiple exclusions may be specified in comma-delimited format.;public void setAntExclude(String antExclude) {_        this.antExclude = antExclude__    };ant,style,filter,exclusion,if,both,ant,include,and,ant,exclude,are,used,ant,exclude,takes,precedence,over,ant,include,multiple,exclusions,may,be,specified,in,comma,delimited,format;public,void,set,ant,exclude,string,ant,exclude,this,ant,exclude,ant,exclude
GenericFileEndpoint -> public void setAntExclude(String antExclude);1549879447;Ant style filter exclusion. If both antInclude and antExclude are used, antExclude takes precedence over antInclude._Multiple exclusions may be specified in comma-delimited format.;public void setAntExclude(String antExclude) {_        this.antExclude = antExclude__    };ant,style,filter,exclusion,if,both,ant,include,and,ant,exclude,are,used,ant,exclude,takes,precedence,over,ant,include,multiple,exclusions,may,be,specified,in,comma,delimited,format;public,void,set,ant,exclude,string,ant,exclude,this,ant,exclude,ant,exclude
GenericFileEndpoint -> public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive);1548250802;Sets case sensitive flag on ant filter;public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive) {_        this.antFilterCaseSensitive = antFilterCaseSensitive__    };sets,case,sensitive,flag,on,ant,filter;public,void,set,ant,filter,case,sensitive,boolean,ant,filter,case,sensitive,this,ant,filter,case,sensitive,ant,filter,case,sensitive
GenericFileEndpoint -> public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive);1549345447;Sets case sensitive flag on ant filter;public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive) {_        this.antFilterCaseSensitive = antFilterCaseSensitive__    };sets,case,sensitive,flag,on,ant,filter;public,void,set,ant,filter,case,sensitive,boolean,ant,filter,case,sensitive,this,ant,filter,case,sensitive,ant,filter,case,sensitive
GenericFileEndpoint -> public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive);1549345604;Sets case sensitive flag on ant filter;public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive) {_        this.antFilterCaseSensitive = antFilterCaseSensitive__    };sets,case,sensitive,flag,on,ant,filter;public,void,set,ant,filter,case,sensitive,boolean,ant,filter,case,sensitive,this,ant,filter,case,sensitive,ant,filter,case,sensitive
GenericFileEndpoint -> public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive);1549879447;Sets case sensitive flag on ant filter;public void setAntFilterCaseSensitive(boolean antFilterCaseSensitive) {_        this.antFilterCaseSensitive = antFilterCaseSensitive__    };sets,case,sensitive,flag,on,ant,filter;public,void,set,ant,filter,case,sensitive,boolean,ant,filter,case,sensitive,this,ant,filter,case,sensitive,ant,filter,case,sensitive
GenericFileEndpoint -> public void setRecursive(boolean recursive);1548250802;If a directory, will look for files in all the sub-directories as well.;public void setRecursive(boolean recursive) {_        this.recursive = recursive__    };if,a,directory,will,look,for,files,in,all,the,sub,directories,as,well;public,void,set,recursive,boolean,recursive,this,recursive,recursive
GenericFileEndpoint -> public void setRecursive(boolean recursive);1549345447;If a directory, will look for files in all the sub-directories as well.;public void setRecursive(boolean recursive) {_        this.recursive = recursive__    };if,a,directory,will,look,for,files,in,all,the,sub,directories,as,well;public,void,set,recursive,boolean,recursive,this,recursive,recursive
GenericFileEndpoint -> public void setRecursive(boolean recursive);1549345604;If a directory, will look for files in all the sub-directories as well.;public void setRecursive(boolean recursive) {_        this.recursive = recursive__    };if,a,directory,will,look,for,files,in,all,the,sub,directories,as,well;public,void,set,recursive,boolean,recursive,this,recursive,recursive
GenericFileEndpoint -> public void setRecursive(boolean recursive);1549879447;If a directory, will look for files in all the sub-directories as well.;public void setRecursive(boolean recursive) {_        this.recursive = recursive__    };if,a,directory,will,look,for,files,in,all,the,sub,directories,as,well;public,void,set,recursive,boolean,recursive,this,recursive,recursive
GenericFileEndpoint -> public void setIdempotent(Boolean idempotent);1548250802;Option to use the Idempotent Consumer EIP pattern to let Camel skip already processed files._Will by default use a memory based LRUCache that holds 1000 entries. If noop=true then idempotent will be enabled_as well to avoid consuming the same files over and over again.;public void setIdempotent(Boolean idempotent) {_        this.idempotent = idempotent__    };option,to,use,the,idempotent,consumer,eip,pattern,to,let,camel,skip,already,processed,files,will,by,default,use,a,memory,based,lrucache,that,holds,1000,entries,if,noop,true,then,idempotent,will,be,enabled,as,well,to,avoid,consuming,the,same,files,over,and,over,again;public,void,set,idempotent,boolean,idempotent,this,idempotent,idempotent
GenericFileEndpoint -> public void setIdempotent(Boolean idempotent);1549345447;Option to use the Idempotent Consumer EIP pattern to let Camel skip already processed files._Will by default use a memory based LRUCache that holds 1000 entries. If noop=true then idempotent will be enabled_as well to avoid consuming the same files over and over again.;public void setIdempotent(Boolean idempotent) {_        this.idempotent = idempotent__    };option,to,use,the,idempotent,consumer,eip,pattern,to,let,camel,skip,already,processed,files,will,by,default,use,a,memory,based,lrucache,that,holds,1000,entries,if,noop,true,then,idempotent,will,be,enabled,as,well,to,avoid,consuming,the,same,files,over,and,over,again;public,void,set,idempotent,boolean,idempotent,this,idempotent,idempotent
GenericFileEndpoint -> public void setIdempotent(Boolean idempotent);1549345604;Option to use the Idempotent Consumer EIP pattern to let Camel skip already processed files._Will by default use a memory based LRUCache that holds 1000 entries. If noop=true then idempotent will be enabled_as well to avoid consuming the same files over and over again.;public void setIdempotent(Boolean idempotent) {_        this.idempotent = idempotent__    };option,to,use,the,idempotent,consumer,eip,pattern,to,let,camel,skip,already,processed,files,will,by,default,use,a,memory,based,lrucache,that,holds,1000,entries,if,noop,true,then,idempotent,will,be,enabled,as,well,to,avoid,consuming,the,same,files,over,and,over,again;public,void,set,idempotent,boolean,idempotent,this,idempotent,idempotent
GenericFileEndpoint -> public void setIdempotent(Boolean idempotent);1549879447;Option to use the Idempotent Consumer EIP pattern to let Camel skip already processed files._Will by default use a memory based LRUCache that holds 1000 entries. If noop=true then idempotent will be enabled_as well to avoid consuming the same files over and over again.;public void setIdempotent(Boolean idempotent) {_        this.idempotent = idempotent__    };option,to,use,the,idempotent,consumer,eip,pattern,to,let,camel,skip,already,processed,files,will,by,default,use,a,memory,based,lrucache,that,holds,1000,entries,if,noop,true,then,idempotent,will,be,enabled,as,well,to,avoid,consuming,the,same,files,over,and,over,again;public,void,set,idempotent,boolean,idempotent,this,idempotent,idempotent
GenericFileEndpoint -> public void setMove(Expression move);1548250802;Expression (such as Simple Language) used to dynamically set the filename when moving it after processing._To move files into a .done subdirectory just enter .done.;public void setMove(Expression move) {_        this.move = move__    };expression,such,as,simple,language,used,to,dynamically,set,the,filename,when,moving,it,after,processing,to,move,files,into,a,done,subdirectory,just,enter,done;public,void,set,move,expression,move,this,move,move
GenericFileEndpoint -> public void setMove(Expression move);1549345447;Expression (such as Simple Language) used to dynamically set the filename when moving it after processing._To move files into a .done subdirectory just enter .done.;public void setMove(Expression move) {_        this.move = move__    };expression,such,as,simple,language,used,to,dynamically,set,the,filename,when,moving,it,after,processing,to,move,files,into,a,done,subdirectory,just,enter,done;public,void,set,move,expression,move,this,move,move
GenericFileEndpoint -> public void setMove(Expression move);1549345604;Expression (such as Simple Language) used to dynamically set the filename when moving it after processing._To move files into a .done subdirectory just enter .done.;public void setMove(Expression move) {_        this.move = move__    };expression,such,as,simple,language,used,to,dynamically,set,the,filename,when,moving,it,after,processing,to,move,files,into,a,done,subdirectory,just,enter,done;public,void,set,move,expression,move,this,move,move
GenericFileEndpoint -> public void setMove(Expression move);1549879447;Expression (such as Simple Language) used to dynamically set the filename when moving it after processing._To move files into a .done subdirectory just enter .done.;public void setMove(Expression move) {_        this.move = move__    };expression,such,as,simple,language,used,to,dynamically,set,the,filename,when,moving,it,after,processing,to,move,files,into,a,done,subdirectory,just,enter,done;public,void,set,move,expression,move,this,move,move
GenericFileEndpoint -> public void setJailStartingDirectory(boolean jailStartingDirectory);1548250802;Used for jailing (restricting) writing files to the starting directory (and sub) only._This is enabled by default to not allow Camel to write files to outside directories (to be more secured out of the box)._You can turn this off to allow writing files to directories outside the starting directory, such as parent or root folders.;public void setJailStartingDirectory(boolean jailStartingDirectory) {_        this.jailStartingDirectory = jailStartingDirectory__    };used,for,jailing,restricting,writing,files,to,the,starting,directory,and,sub,only,this,is,enabled,by,default,to,not,allow,camel,to,write,files,to,outside,directories,to,be,more,secured,out,of,the,box,you,can,turn,this,off,to,allow,writing,files,to,directories,outside,the,starting,directory,such,as,parent,or,root,folders;public,void,set,jail,starting,directory,boolean,jail,starting,directory,this,jail,starting,directory,jail,starting,directory
GenericFileEndpoint -> public void setJailStartingDirectory(boolean jailStartingDirectory);1549345447;Used for jailing (restricting) writing files to the starting directory (and sub) only._This is enabled by default to not allow Camel to write files to outside directories (to be more secured out of the box)._You can turn this off to allow writing files to directories outside the starting directory, such as parent or root folders.;public void setJailStartingDirectory(boolean jailStartingDirectory) {_        this.jailStartingDirectory = jailStartingDirectory__    };used,for,jailing,restricting,writing,files,to,the,starting,directory,and,sub,only,this,is,enabled,by,default,to,not,allow,camel,to,write,files,to,outside,directories,to,be,more,secured,out,of,the,box,you,can,turn,this,off,to,allow,writing,files,to,directories,outside,the,starting,directory,such,as,parent,or,root,folders;public,void,set,jail,starting,directory,boolean,jail,starting,directory,this,jail,starting,directory,jail,starting,directory
GenericFileEndpoint -> public void setJailStartingDirectory(boolean jailStartingDirectory);1549345604;Used for jailing (restricting) writing files to the starting directory (and sub) only._This is enabled by default to not allow Camel to write files to outside directories (to be more secured out of the box)._You can turn this off to allow writing files to directories outside the starting directory, such as parent or root folders.;public void setJailStartingDirectory(boolean jailStartingDirectory) {_        this.jailStartingDirectory = jailStartingDirectory__    };used,for,jailing,restricting,writing,files,to,the,starting,directory,and,sub,only,this,is,enabled,by,default,to,not,allow,camel,to,write,files,to,outside,directories,to,be,more,secured,out,of,the,box,you,can,turn,this,off,to,allow,writing,files,to,directories,outside,the,starting,directory,such,as,parent,or,root,folders;public,void,set,jail,starting,directory,boolean,jail,starting,directory,this,jail,starting,directory,jail,starting,directory
GenericFileEndpoint -> public void setJailStartingDirectory(boolean jailStartingDirectory);1549879447;Used for jailing (restricting) writing files to the starting directory (and sub) only._This is enabled by default to not allow Camel to write files to outside directories (to be more secured out of the box)._You can turn this off to allow writing files to directories outside the starting directory, such as parent or root folders.;public void setJailStartingDirectory(boolean jailStartingDirectory) {_        this.jailStartingDirectory = jailStartingDirectory__    };used,for,jailing,restricting,writing,files,to,the,starting,directory,and,sub,only,this,is,enabled,by,default,to,not,allow,camel,to,write,files,to,outside,directories,to,be,more,secured,out,of,the,box,you,can,turn,this,off,to,allow,writing,files,to,directories,outside,the,starting,directory,such,as,parent,or,root,folders;public,void,set,jail,starting,directory,boolean,jail,starting,directory,this,jail,starting,directory,jail,starting,directory
GenericFileEndpoint -> public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize);1548250802;The number of threads in the scheduled thread pool when using asynchronous release tasks._Using a default of 1 core threads should be sufficient in almost all use-cases, only set this to a higher value_if either updating the idempotent repository is slow, or there are a lot of files to process._This option is not in-use if you use a shared thread pool by configuring the readLockIdempotentReleaseExecutorService option._<p/>_See more details at the readLockIdempotentReleaseDelay option.;public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize) {_        this.readLockIdempotentReleaseAsyncPoolSize = readLockIdempotentReleaseAsyncPoolSize__    };the,number,of,threads,in,the,scheduled,thread,pool,when,using,asynchronous,release,tasks,using,a,default,of,1,core,threads,should,be,sufficient,in,almost,all,use,cases,only,set,this,to,a,higher,value,if,either,updating,the,idempotent,repository,is,slow,or,there,are,a,lot,of,files,to,process,this,option,is,not,in,use,if,you,use,a,shared,thread,pool,by,configuring,the,read,lock,idempotent,release,executor,service,option,p,see,more,details,at,the,read,lock,idempotent,release,delay,option;public,void,set,read,lock,idempotent,release,async,pool,size,int,read,lock,idempotent,release,async,pool,size,this,read,lock,idempotent,release,async,pool,size,read,lock,idempotent,release,async,pool,size
GenericFileEndpoint -> public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize);1549345447;The number of threads in the scheduled thread pool when using asynchronous release tasks._Using a default of 1 core threads should be sufficient in almost all use-cases, only set this to a higher value_if either updating the idempotent repository is slow, or there are a lot of files to process._This option is not in-use if you use a shared thread pool by configuring the readLockIdempotentReleaseExecutorService option._<p/>_See more details at the readLockIdempotentReleaseDelay option.;public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize) {_        this.readLockIdempotentReleaseAsyncPoolSize = readLockIdempotentReleaseAsyncPoolSize__    };the,number,of,threads,in,the,scheduled,thread,pool,when,using,asynchronous,release,tasks,using,a,default,of,1,core,threads,should,be,sufficient,in,almost,all,use,cases,only,set,this,to,a,higher,value,if,either,updating,the,idempotent,repository,is,slow,or,there,are,a,lot,of,files,to,process,this,option,is,not,in,use,if,you,use,a,shared,thread,pool,by,configuring,the,read,lock,idempotent,release,executor,service,option,p,see,more,details,at,the,read,lock,idempotent,release,delay,option;public,void,set,read,lock,idempotent,release,async,pool,size,int,read,lock,idempotent,release,async,pool,size,this,read,lock,idempotent,release,async,pool,size,read,lock,idempotent,release,async,pool,size
GenericFileEndpoint -> public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize);1549345604;The number of threads in the scheduled thread pool when using asynchronous release tasks._Using a default of 1 core threads should be sufficient in almost all use-cases, only set this to a higher value_if either updating the idempotent repository is slow, or there are a lot of files to process._This option is not in-use if you use a shared thread pool by configuring the readLockIdempotentReleaseExecutorService option._<p/>_See more details at the readLockIdempotentReleaseDelay option.;public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize) {_        this.readLockIdempotentReleaseAsyncPoolSize = readLockIdempotentReleaseAsyncPoolSize__    };the,number,of,threads,in,the,scheduled,thread,pool,when,using,asynchronous,release,tasks,using,a,default,of,1,core,threads,should,be,sufficient,in,almost,all,use,cases,only,set,this,to,a,higher,value,if,either,updating,the,idempotent,repository,is,slow,or,there,are,a,lot,of,files,to,process,this,option,is,not,in,use,if,you,use,a,shared,thread,pool,by,configuring,the,read,lock,idempotent,release,executor,service,option,p,see,more,details,at,the,read,lock,idempotent,release,delay,option;public,void,set,read,lock,idempotent,release,async,pool,size,int,read,lock,idempotent,release,async,pool,size,this,read,lock,idempotent,release,async,pool,size,read,lock,idempotent,release,async,pool,size
GenericFileEndpoint -> public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize);1549879447;The number of threads in the scheduled thread pool when using asynchronous release tasks._Using a default of 1 core threads should be sufficient in almost all use-cases, only set this to a higher value_if either updating the idempotent repository is slow, or there are a lot of files to process._This option is not in-use if you use a shared thread pool by configuring the readLockIdempotentReleaseExecutorService option._<p/>_See more details at the readLockIdempotentReleaseDelay option.;public void setReadLockIdempotentReleaseAsyncPoolSize(int readLockIdempotentReleaseAsyncPoolSize) {_        this.readLockIdempotentReleaseAsyncPoolSize = readLockIdempotentReleaseAsyncPoolSize__    };the,number,of,threads,in,the,scheduled,thread,pool,when,using,asynchronous,release,tasks,using,a,default,of,1,core,threads,should,be,sufficient,in,almost,all,use,cases,only,set,this,to,a,higher,value,if,either,updating,the,idempotent,repository,is,slow,or,there,are,a,lot,of,files,to,process,this,option,is,not,in,use,if,you,use,a,shared,thread,pool,by,configuring,the,read,lock,idempotent,release,executor,service,option,p,see,more,details,at,the,read,lock,idempotent,release,delay,option;public,void,set,read,lock,idempotent,release,async,pool,size,int,read,lock,idempotent,release,async,pool,size,this,read,lock,idempotent,release,async,pool,size,read,lock,idempotent,release,async,pool,size
GenericFileEndpoint -> public void setReadLockMinLength(long readLockMinLength);1548250802;This option is applied only for readLock=changed. It allows you to configure a minimum file length._By default Camel expects the file to contain data, and thus the default value is 1._You can set this option to zero, to allow consuming zero-length files.;public void setReadLockMinLength(long readLockMinLength) {_        this.readLockMinLength = readLockMinLength__    };this,option,is,applied,only,for,read,lock,changed,it,allows,you,to,configure,a,minimum,file,length,by,default,camel,expects,the,file,to,contain,data,and,thus,the,default,value,is,1,you,can,set,this,option,to,zero,to,allow,consuming,zero,length,files;public,void,set,read,lock,min,length,long,read,lock,min,length,this,read,lock,min,length,read,lock,min,length
GenericFileEndpoint -> public void setReadLockMinLength(long readLockMinLength);1549345447;This option is applied only for readLock=changed. It allows you to configure a minimum file length._By default Camel expects the file to contain data, and thus the default value is 1._You can set this option to zero, to allow consuming zero-length files.;public void setReadLockMinLength(long readLockMinLength) {_        this.readLockMinLength = readLockMinLength__    };this,option,is,applied,only,for,read,lock,changed,it,allows,you,to,configure,a,minimum,file,length,by,default,camel,expects,the,file,to,contain,data,and,thus,the,default,value,is,1,you,can,set,this,option,to,zero,to,allow,consuming,zero,length,files;public,void,set,read,lock,min,length,long,read,lock,min,length,this,read,lock,min,length,read,lock,min,length
GenericFileEndpoint -> public void setReadLockMinLength(long readLockMinLength);1549345604;This option is applied only for readLock=changed. It allows you to configure a minimum file length._By default Camel expects the file to contain data, and thus the default value is 1._You can set this option to zero, to allow consuming zero-length files.;public void setReadLockMinLength(long readLockMinLength) {_        this.readLockMinLength = readLockMinLength__    };this,option,is,applied,only,for,read,lock,changed,it,allows,you,to,configure,a,minimum,file,length,by,default,camel,expects,the,file,to,contain,data,and,thus,the,default,value,is,1,you,can,set,this,option,to,zero,to,allow,consuming,zero,length,files;public,void,set,read,lock,min,length,long,read,lock,min,length,this,read,lock,min,length,read,lock,min,length
GenericFileEndpoint -> public void setReadLockMinLength(long readLockMinLength);1549879447;This option is applied only for readLock=changed. It allows you to configure a minimum file length._By default Camel expects the file to contain data, and thus the default value is 1._You can set this option to zero, to allow consuming zero-length files.;public void setReadLockMinLength(long readLockMinLength) {_        this.readLockMinLength = readLockMinLength__    };this,option,is,applied,only,for,read,lock,changed,it,allows,you,to,configure,a,minimum,file,length,by,default,camel,expects,the,file,to,contain,data,and,thus,the,default,value,is,1,you,can,set,this,option,to,zero,to,allow,consuming,zero,length,files;public,void,set,read,lock,min,length,long,read,lock,min,length,this,read,lock,min,length,read,lock,min,length
GenericFileEndpoint -> public void setMove(String fileLanguageExpression);1548250802;@see #setMove(org.apache.camel.Expression);public void setMove(String fileLanguageExpression) {_        String expression = configureMoveOrPreMoveExpression(fileLanguageExpression)__        this.move = createFileLanguageExpression(expression)__    };see,set,move,org,apache,camel,expression;public,void,set,move,string,file,language,expression,string,expression,configure,move,or,pre,move,expression,file,language,expression,this,move,create,file,language,expression,expression
GenericFileEndpoint -> public void setMove(String fileLanguageExpression);1549345447;@see #setMove(org.apache.camel.Expression);public void setMove(String fileLanguageExpression) {_        String expression = configureMoveOrPreMoveExpression(fileLanguageExpression)__        this.move = createFileLanguageExpression(expression)__    };see,set,move,org,apache,camel,expression;public,void,set,move,string,file,language,expression,string,expression,configure,move,or,pre,move,expression,file,language,expression,this,move,create,file,language,expression,expression
GenericFileEndpoint -> public void setMove(String fileLanguageExpression);1549345604;@see #setMove(org.apache.camel.Expression);public void setMove(String fileLanguageExpression) {_        String expression = configureMoveOrPreMoveExpression(fileLanguageExpression)__        this.move = createFileLanguageExpression(expression)__    };see,set,move,org,apache,camel,expression;public,void,set,move,string,file,language,expression,string,expression,configure,move,or,pre,move,expression,file,language,expression,this,move,create,file,language,expression,expression
GenericFileEndpoint -> public void setMove(String fileLanguageExpression);1549879447;@see #setMove(org.apache.camel.Expression);public void setMove(String fileLanguageExpression) {_        String expression = configureMoveOrPreMoveExpression(fileLanguageExpression)__        this.move = createFileLanguageExpression(expression)__    };see,set,move,org,apache,camel,expression;public,void,set,move,string,file,language,expression,string,expression,configure,move,or,pre,move,expression,file,language,expression,this,move,create,file,language,expression,expression
GenericFileEndpoint -> public void setFilterFile(Predicate filterFile);1548250802;Filters the file based on Simple language._For example to filter on file size, you can use ${file:size} > 5000;public void setFilterFile(Predicate filterFile) {_        this.filterFile = filterFile__    };filters,the,file,based,on,simple,language,for,example,to,filter,on,file,size,you,can,use,file,size,5000;public,void,set,filter,file,predicate,filter,file,this,filter,file,filter,file
GenericFileEndpoint -> public void setFilterFile(Predicate filterFile);1549345447;Filters the file based on Simple language._For example to filter on file size, you can use ${file:size} > 5000;public void setFilterFile(Predicate filterFile) {_        this.filterFile = filterFile__    };filters,the,file,based,on,simple,language,for,example,to,filter,on,file,size,you,can,use,file,size,5000;public,void,set,filter,file,predicate,filter,file,this,filter,file,filter,file
GenericFileEndpoint -> public void setFilterFile(Predicate filterFile);1549345604;Filters the file based on Simple language._For example to filter on file size, you can use ${file:size} > 5000;public void setFilterFile(Predicate filterFile) {_        this.filterFile = filterFile__    };filters,the,file,based,on,simple,language,for,example,to,filter,on,file,size,you,can,use,file,size,5000;public,void,set,filter,file,predicate,filter,file,this,filter,file,filter,file
GenericFileEndpoint -> public void setFilterFile(Predicate filterFile);1549879447;Filters the file based on Simple language._For example to filter on file size, you can use ${file:size} > 5000;public void setFilterFile(Predicate filterFile) {_        this.filterFile = filterFile__    };filters,the,file,based,on,simple,language,for,example,to,filter,on,file,size,you,can,use,file,size,5000;public,void,set,filter,file,predicate,filter,file,this,filter,file,filter,file
GenericFileEndpoint -> public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles);1548250802;Whether or not read lock with marker files should upon startup delete any orphan read lock files, which may_have been left on the file system, if Camel was not properly shutdown (such as a JVM crash)._<p/>_If turning this option to <tt>false</tt> then any orphaned lock file will cause Camel to not attempt to pickup_that file, this could also be due another node is concurrently reading files from the same shared directory.;public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles) {_        this.readLockDeleteOrphanLockFiles = readLockDeleteOrphanLockFiles__    };whether,or,not,read,lock,with,marker,files,should,upon,startup,delete,any,orphan,read,lock,files,which,may,have,been,left,on,the,file,system,if,camel,was,not,properly,shutdown,such,as,a,jvm,crash,p,if,turning,this,option,to,tt,false,tt,then,any,orphaned,lock,file,will,cause,camel,to,not,attempt,to,pickup,that,file,this,could,also,be,due,another,node,is,concurrently,reading,files,from,the,same,shared,directory;public,void,set,read,lock,delete,orphan,lock,files,boolean,read,lock,delete,orphan,lock,files,this,read,lock,delete,orphan,lock,files,read,lock,delete,orphan,lock,files
GenericFileEndpoint -> public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles);1549345447;Whether or not read lock with marker files should upon startup delete any orphan read lock files, which may_have been left on the file system, if Camel was not properly shutdown (such as a JVM crash)._<p/>_If turning this option to <tt>false</tt> then any orphaned lock file will cause Camel to not attempt to pickup_that file, this could also be due another node is concurrently reading files from the same shared directory.;public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles) {_        this.readLockDeleteOrphanLockFiles = readLockDeleteOrphanLockFiles__    };whether,or,not,read,lock,with,marker,files,should,upon,startup,delete,any,orphan,read,lock,files,which,may,have,been,left,on,the,file,system,if,camel,was,not,properly,shutdown,such,as,a,jvm,crash,p,if,turning,this,option,to,tt,false,tt,then,any,orphaned,lock,file,will,cause,camel,to,not,attempt,to,pickup,that,file,this,could,also,be,due,another,node,is,concurrently,reading,files,from,the,same,shared,directory;public,void,set,read,lock,delete,orphan,lock,files,boolean,read,lock,delete,orphan,lock,files,this,read,lock,delete,orphan,lock,files,read,lock,delete,orphan,lock,files
GenericFileEndpoint -> public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles);1549345604;Whether or not read lock with marker files should upon startup delete any orphan read lock files, which may_have been left on the file system, if Camel was not properly shutdown (such as a JVM crash)._<p/>_If turning this option to <tt>false</tt> then any orphaned lock file will cause Camel to not attempt to pickup_that file, this could also be due another node is concurrently reading files from the same shared directory.;public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles) {_        this.readLockDeleteOrphanLockFiles = readLockDeleteOrphanLockFiles__    };whether,or,not,read,lock,with,marker,files,should,upon,startup,delete,any,orphan,read,lock,files,which,may,have,been,left,on,the,file,system,if,camel,was,not,properly,shutdown,such,as,a,jvm,crash,p,if,turning,this,option,to,tt,false,tt,then,any,orphaned,lock,file,will,cause,camel,to,not,attempt,to,pickup,that,file,this,could,also,be,due,another,node,is,concurrently,reading,files,from,the,same,shared,directory;public,void,set,read,lock,delete,orphan,lock,files,boolean,read,lock,delete,orphan,lock,files,this,read,lock,delete,orphan,lock,files,read,lock,delete,orphan,lock,files
