# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractUdfOperator -> public Map<String, Operator<?>> getBroadcastInputs();1405024514;Returns the input, or null, if none is set.__@return The broadcast input root operator.;public Map<String, Operator<?>> getBroadcastInputs() {_		return this.broadcastInputs__	};returns,the,input,or,null,if,none,is,set,return,the,broadcast,input,root,operator;public,map,string,operator,get,broadcast,inputs,return,this,broadcast,inputs
AbstractUdfOperator -> public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs);1405090423;Clears all previous broadcast inputs and binds the given inputs as_broadcast variables of this operator.__@param inputs The <name, root> pairs to be set as broadcast inputs.;public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs) {_		this.broadcastInputs.clear()__		this.broadcastInputs.putAll(inputs)__	};clears,all,previous,broadcast,inputs,and,binds,the,given,inputs,as,broadcast,variables,of,this,operator,param,inputs,the,name,root,pairs,to,be,set,as,broadcast,inputs;public,t,void,set,broadcast,variables,map,string,operator,t,inputs,this,broadcast,inputs,clear,this,broadcast,inputs,put,all,inputs
AbstractUdfOperator -> public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs);1411473593;Clears all previous broadcast inputs and binds the given inputs as_broadcast variables of this operator.__@param inputs The <name, root> pairs to be set as broadcast inputs.;public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs) {_		this.broadcastInputs.clear()__		this.broadcastInputs.putAll(inputs)__	};clears,all,previous,broadcast,inputs,and,binds,the,given,inputs,as,broadcast,variables,of,this,operator,param,inputs,the,name,root,pairs,to,be,set,as,broadcast,inputs;public,t,void,set,broadcast,variables,map,string,operator,t,inputs,this,broadcast,inputs,clear,this,broadcast,inputs,put,all,inputs
AbstractUdfOperator -> public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs);1446112342;Clears all previous broadcast inputs and binds the given inputs as_broadcast variables of this operator.__@param inputs The {@code<name, root>} pairs to be set as broadcast inputs.;public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs) {_		this.broadcastInputs.clear()__		this.broadcastInputs.putAll(inputs)__	};clears,all,previous,broadcast,inputs,and,binds,the,given,inputs,as,broadcast,variables,of,this,operator,param,inputs,the,code,name,root,pairs,to,be,set,as,broadcast,inputs;public,t,void,set,broadcast,variables,map,string,operator,t,inputs,this,broadcast,inputs,clear,this,broadcast,inputs,put,all,inputs
AbstractUdfOperator -> public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs);1451905579;Clears all previous broadcast inputs and binds the given inputs as_broadcast variables of this operator.__@param inputs The {@code<name, root>} pairs to be set as broadcast inputs.;public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs) {_		this.broadcastInputs.clear()__		this.broadcastInputs.putAll(inputs)__	};clears,all,previous,broadcast,inputs,and,binds,the,given,inputs,as,broadcast,variables,of,this,operator,param,inputs,the,code,name,root,pairs,to,be,set,as,broadcast,inputs;public,t,void,set,broadcast,variables,map,string,operator,t,inputs,this,broadcast,inputs,clear,this,broadcast,inputs,put,all,inputs
AbstractUdfOperator -> public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs);1452178883;Clears all previous broadcast inputs and binds the given inputs as_broadcast variables of this operator.__@param inputs The {@code<name, root>} pairs to be set as broadcast inputs.;public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs) {_		this.broadcastInputs.clear()__		this.broadcastInputs.putAll(inputs)__	};clears,all,previous,broadcast,inputs,and,binds,the,given,inputs,as,broadcast,variables,of,this,operator,param,inputs,the,code,name,root,pairs,to,be,set,as,broadcast,inputs;public,t,void,set,broadcast,variables,map,string,operator,t,inputs,this,broadcast,inputs,clear,this,broadcast,inputs,put,all,inputs
AbstractUdfOperator -> public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs);1455479358;Clears all previous broadcast inputs and binds the given inputs as_broadcast variables of this operator.__@param inputs The {@code<name, root>} pairs to be set as broadcast inputs.;public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs) {_		this.broadcastInputs.clear()__		this.broadcastInputs.putAll(inputs)__	};clears,all,previous,broadcast,inputs,and,binds,the,given,inputs,as,broadcast,variables,of,this,operator,param,inputs,the,code,name,root,pairs,to,be,set,as,broadcast,inputs;public,t,void,set,broadcast,variables,map,string,operator,t,inputs,this,broadcast,inputs,clear,this,broadcast,inputs,put,all,inputs
AbstractUdfOperator -> protected static final <U> Class<U>[] asArray(Class<U> clazz);1405024514;Generic utility function that wraps a single class object into an array of that class type.__@param <U> The type of the classes._@param clazz The class object to be wrapped._@return An array wrapping the class object.;protected static final <U> Class<U>[] asArray(Class<U> clazz) {_		@SuppressWarnings("unchecked")_		Class<U>[] array = new Class[] { clazz }__		return array__	};generic,utility,function,that,wraps,a,single,class,object,into,an,array,of,that,class,type,param,u,the,type,of,the,classes,param,clazz,the,class,object,to,be,wrapped,return,an,array,wrapping,the,class,object;protected,static,final,u,class,u,as,array,class,u,clazz,suppress,warnings,unchecked,class,u,array,new,class,clazz,return,array
AbstractUdfOperator -> protected static final <U> Class<U>[] asArray(Class<U> clazz);1405090423;Generic utility function that wraps a single class object into an array of that class type.__@param <U> The type of the classes._@param clazz The class object to be wrapped._@return An array wrapping the class object.;protected static final <U> Class<U>[] asArray(Class<U> clazz) {_		@SuppressWarnings("unchecked")_		Class<U>[] array = new Class[] { clazz }__		return array__	};generic,utility,function,that,wraps,a,single,class,object,into,an,array,of,that,class,type,param,u,the,type,of,the,classes,param,clazz,the,class,object,to,be,wrapped,return,an,array,wrapping,the,class,object;protected,static,final,u,class,u,as,array,class,u,clazz,suppress,warnings,unchecked,class,u,array,new,class,clazz,return,array
AbstractUdfOperator -> protected static final <U> Class<U>[] asArray(Class<U> clazz);1411473593;Generic utility function that wraps a single class object into an array of that class type.__@param <U> The type of the classes._@param clazz The class object to be wrapped._@return An array wrapping the class object.;protected static final <U> Class<U>[] asArray(Class<U> clazz) {_		@SuppressWarnings("unchecked")_		Class<U>[] array = new Class[] { clazz }__		return array__	};generic,utility,function,that,wraps,a,single,class,object,into,an,array,of,that,class,type,param,u,the,type,of,the,classes,param,clazz,the,class,object,to,be,wrapped,return,an,array,wrapping,the,class,object;protected,static,final,u,class,u,as,array,class,u,clazz,suppress,warnings,unchecked,class,u,array,new,class,clazz,return,array
AbstractUdfOperator -> protected static final <U> Class<U>[] asArray(Class<U> clazz);1446112342;Generic utility function that wraps a single class object into an array of that class type.__@param <U> The type of the classes._@param clazz The class object to be wrapped._@return An array wrapping the class object.;protected static final <U> Class<U>[] asArray(Class<U> clazz) {_		@SuppressWarnings("unchecked")_		Class<U>[] array = new Class[] { clazz }__		return array__	};generic,utility,function,that,wraps,a,single,class,object,into,an,array,of,that,class,type,param,u,the,type,of,the,classes,param,clazz,the,class,object,to,be,wrapped,return,an,array,wrapping,the,class,object;protected,static,final,u,class,u,as,array,class,u,clazz,suppress,warnings,unchecked,class,u,array,new,class,clazz,return,array
AbstractUdfOperator -> protected static <U> Class<U>[] asArray(Class<U> clazz);1451905579;Generic utility function that wraps a single class object into an array of that class type.__@param <U> The type of the classes._@param clazz The class object to be wrapped._@return An array wrapping the class object.;protected static <U> Class<U>[] asArray(Class<U> clazz) {_		@SuppressWarnings("unchecked")_		Class<U>[] array = new Class[] { clazz }__		return array__	};generic,utility,function,that,wraps,a,single,class,object,into,an,array,of,that,class,type,param,u,the,type,of,the,classes,param,clazz,the,class,object,to,be,wrapped,return,an,array,wrapping,the,class,object;protected,static,u,class,u,as,array,class,u,clazz,suppress,warnings,unchecked,class,u,array,new,class,clazz,return,array
AbstractUdfOperator -> protected static <U> Class<U>[] asArray(Class<U> clazz);1452178883;Generic utility function that wraps a single class object into an array of that class type.__@param <U> The type of the classes._@param clazz The class object to be wrapped._@return An array wrapping the class object.;protected static <U> Class<U>[] asArray(Class<U> clazz) {_		@SuppressWarnings("unchecked")_		Class<U>[] array = new Class[] { clazz }__		return array__	};generic,utility,function,that,wraps,a,single,class,object,into,an,array,of,that,class,type,param,u,the,type,of,the,classes,param,clazz,the,class,object,to,be,wrapped,return,an,array,wrapping,the,class,object;protected,static,u,class,u,as,array,class,u,clazz,suppress,warnings,unchecked,class,u,array,new,class,clazz,return,array
AbstractUdfOperator -> protected static <U> Class<U>[] asArray(Class<U> clazz);1455479358;Generic utility function that wraps a single class object into an array of that class type.__@param <U> The type of the classes._@param clazz The class object to be wrapped._@return An array wrapping the class object.;protected static <U> Class<U>[] asArray(Class<U> clazz) {_		@SuppressWarnings("unchecked")_		Class<U>[] array = new Class[] { clazz }__		return array__	};generic,utility,function,that,wraps,a,single,class,object,into,an,array,of,that,class,type,param,u,the,type,of,the,classes,param,clazz,the,class,object,to,be,wrapped,return,an,array,wrapping,the,class,object;protected,static,u,class,u,as,array,class,u,clazz,suppress,warnings,unchecked,class,u,array,new,class,clazz,return,array
