# id;timestamp;commentText;codeText;commentWords;codeWords
MediaTypeFactory -> public static Optional<MediaType> getMediaType(String filename);1490260483;Determine a media type for the given file name, if possible._@param filename the file name plus extension_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(String filename) {_		List<MediaType> mediaTypes = getMediaTypes(filename)__		return (!mediaTypes.isEmpty() ? Optional.of(mediaTypes.get(0)) : Optional.empty())__	};determine,a,media,type,for,the,given,file,name,if,possible,param,filename,the,file,name,plus,extension,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,string,filename,list,media,type,media,types,get,media,types,filename,return,media,types,is,empty,optional,of,media,types,get,0,optional,empty
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable Resource resource);1495868221;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable Resource resource) {_		return Optional.ofNullable(resource)_				.map(Resource::getFilename)_				.flatMap(MediaTypeFactory::getMediaType)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,resource,resource,return,optional,of,nullable,resource,map,resource,get,filename,flat,map,media,type,factory,get,media,type
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable Resource resource);1518167602;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable Resource resource) {_		return Optional.ofNullable(resource)_				.map(Resource::getFilename)_				.flatMap(MediaTypeFactory::getMediaType)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,resource,resource,return,optional,of,nullable,resource,map,resource,get,filename,flat,map,media,type,factory,get,media,type
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable Resource resource);1518167818;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable Resource resource) {_		return Optional.ofNullable(resource)_				.map(Resource::getFilename)_				.flatMap(MediaTypeFactory::getMediaType)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,resource,resource,return,optional,of,nullable,resource,map,resource,get,filename,flat,map,media,type,factory,get,media,type
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable Resource resource);1530174524;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable Resource resource) {_		return Optional.ofNullable(resource)_				.map(Resource::getFilename)_				.flatMap(MediaTypeFactory::getMediaType)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,resource,resource,return,optional,of,nullable,resource,map,resource,get,filename,flat,map,media,type,factory,get,media,type
MediaTypeFactory -> public static MediaType getMediaType(Resource resource);1468947211;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static MediaType getMediaType(Resource resource) {_		String filename = resource.getFilename()__		return (filename != null ? getMediaType(filename) : null)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,media,type,get,media,type,resource,resource,string,filename,resource,get,filename,return,filename,null,get,media,type,filename,null
MediaTypeFactory -> public static MediaType getMediaType(Resource resource);1490104706;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static MediaType getMediaType(Resource resource) {_		String filename = resource.getFilename()__		return (filename != null ? getMediaType(filename) : null)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,media,type,get,media,type,resource,resource,string,filename,resource,get,filename,return,filename,null,get,media,type,filename,null
MediaTypeFactory -> public static Optional<MediaType> getMediaType(Resource resource);1490260483;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(Resource resource) {_		if (resource == null) {_			return Optional.empty()__		}_		String filename = resource.getFilename()__		return (filename != null ? getMediaType(filename) : Optional.empty())__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,resource,resource,if,resource,null,return,optional,empty,string,filename,resource,get,filename,return,filename,null,get,media,type,filename,optional,empty
MediaTypeFactory -> public static Optional<MediaType> getMediaType(Resource resource);1490285806;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(Resource resource) {_		return Optional.ofNullable(resource)_				.map(Resource::getFilename)_				.flatMap(MediaTypeFactory::getMediaType)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,resource,resource,return,optional,of,nullable,resource,map,resource,get,filename,flat,map,media,type,factory,get,media,type
MediaTypeFactory -> public static Optional<MediaType> getMediaType(Resource resource);1492013234;Determine a media type for the given resource, if possible._@param resource the resource to introspect_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(Resource resource) {_		return Optional.ofNullable(resource)_				.map(Resource::getFilename)_				.flatMap(MediaTypeFactory::getMediaType)__	};determine,a,media,type,for,the,given,resource,if,possible,param,resource,the,resource,to,introspect,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,resource,resource,return,optional,of,nullable,resource,map,resource,get,filename,flat,map,media,type,factory,get,media,type
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable String filename);1495868221;Determine a media type for the given file name, if possible._@param filename the file name plus extension_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable String filename) {_		return getMediaTypes(filename).stream().findFirst()__	};determine,a,media,type,for,the,given,file,name,if,possible,param,filename,the,file,name,plus,extension,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,string,filename,return,get,media,types,filename,stream,find,first
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable String filename);1518167602;Determine a media type for the given file name, if possible._@param filename the file name plus extension_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable String filename) {_		return getMediaTypes(filename).stream().findFirst()__	};determine,a,media,type,for,the,given,file,name,if,possible,param,filename,the,file,name,plus,extension,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,string,filename,return,get,media,types,filename,stream,find,first
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable String filename);1518167818;Determine a media type for the given file name, if possible._@param filename the file name plus extension_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable String filename) {_		return getMediaTypes(filename).stream().findFirst()__	};determine,a,media,type,for,the,given,file,name,if,possible,param,filename,the,file,name,plus,extension,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,string,filename,return,get,media,types,filename,stream,find,first
MediaTypeFactory -> public static Optional<MediaType> getMediaType(@Nullable String filename);1530174524;Determine a media type for the given file name, if possible._@param filename the file name plus extension_@return the corresponding media type, or {@code null} if none found;public static Optional<MediaType> getMediaType(@Nullable String filename) {_		return getMediaTypes(filename).stream().findFirst()__	};determine,a,media,type,for,the,given,file,name,if,possible,param,filename,the,file,name,plus,extension,return,the,corresponding,media,type,or,code,null,if,none,found;public,static,optional,media,type,get,media,type,nullable,string,filename,return,get,media,types,filename,stream,find,first
