# id;timestamp;commentText;codeText;commentWords;codeWords
BinaryMessage -> public BinaryMessage(ByteBuffer payload);1367865989;Create a new {@link BinaryMessage} instance._@param payload a non-null payload;public BinaryMessage(ByteBuffer payload) {_		this(payload, true)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload;public,binary,message,byte,buffer,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int length, boolean isLast);1383097069;Create a new binary WebSocket message by wrapping an existing byte array.__@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param offset the offset into the array where the payload starts_@param length the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int length, boolean isLast) {_		super((payload != null) ? ByteBuffer.wrap(payload, offset, length) : null, isLast)__	};create,a,new,binary,web,socket,message,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offset,into,the,array,where,the,payload,starts,param,length,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,length,boolean,is,last,super,payload,null,byte,buffer,wrap,payload,offset,length,null,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int length, boolean isLast);1385507478;Create a new binary WebSocket message by wrapping an existing byte array._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param offset the offset into the array where the payload starts_@param length the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int length, boolean isLast) {_		super((payload != null) ? ByteBuffer.wrap(payload, offset, length) : null, isLast)__	};create,a,new,binary,web,socket,message,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offset,into,the,array,where,the,payload,starts,param,length,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,length,boolean,is,last,super,payload,null,byte,buffer,wrap,payload,offset,length,null,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int length, boolean isLast);1395364758;Create a new binary WebSocket message by wrapping an existing byte array._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param offset the offset into the array where the payload starts_@param length the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int length, boolean isLast) {_		super((payload != null) ? ByteBuffer.wrap(payload, offset, length) : null, isLast)__	};create,a,new,binary,web,socket,message,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offset,into,the,array,where,the,payload,starts,param,length,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,length,boolean,is,last,super,payload,null,byte,buffer,wrap,payload,offset,length,null,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int length, boolean isLast);1412681738;Create a new binary WebSocket message by wrapping an existing byte array._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param offset the offset into the array where the payload starts_@param length the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int length, boolean isLast) {_		super(payload != null ? ByteBuffer.wrap(payload, offset, length) : null, isLast)__	};create,a,new,binary,web,socket,message,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offset,into,the,array,where,the,payload,starts,param,length,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,length,boolean,is,last,super,payload,null,byte,buffer,wrap,payload,offset,length,null,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int length, boolean isLast);1496837955;Create a new binary WebSocket message by wrapping an existing byte array._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param offset the offset into the array where the payload starts_@param length the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int length, boolean isLast) {_		super(ByteBuffer.wrap(payload, offset, length), isLast)__	};create,a,new,binary,web,socket,message,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offset,into,the,array,where,the,payload,starts,param,length,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,length,boolean,is,last,super,byte,buffer,wrap,payload,offset,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1367865989;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, (payload == null ? 0 : payload.length), isLast)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1368721060;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, (payload == null ? 0 : payload.length), isLast)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1369942122;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, (payload == null ? 0 : payload.length), isLast)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1372363092;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, (payload == null ? 0 : payload.length), isLast)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1377803463;Create a new {@link BinaryMessage} instance._@param payload the non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, (payload == null ? 0 : payload.length), isLast)__	};create,a,new,link,binary,message,instance,param,payload,the,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1383097069;Create a new binary WebSocket message with the given byte[] payload representing_the full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}.__@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, ((payload == null) ? 0 : payload.length), isLast)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1385507478;Create a new binary WebSocket message with the given byte[] payload representing_the full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, ((payload == null) ? 0 : payload.length), isLast)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1395364758;Create a new binary WebSocket message with the given byte[] payload representing_the full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, ((payload == null) ? 0 : payload.length), isLast)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1412681738;Create a new binary WebSocket message with the given byte[] payload representing_the full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, ((payload == null) ? 0 : payload.length), isLast)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,null,0,payload,length,is,last
BinaryMessage -> public BinaryMessage(byte[] payload, boolean isLast);1496837955;Create a new binary WebSocket message with the given byte[] payload representing_the full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array._@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, boolean isLast) {_		this(payload, 0, payload.length, isLast)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,boolean,is,last,this,payload,0,payload,length,is,last
