# id;timestamp;commentText;codeText;commentWords;codeWords
HttpComponentsClientHttpRequestFactory -> @Override 	public void destroy() throws Exception;1377627757;Shutdown hook that closes the underlying_{@link org.apache.http.conn.ClientConnectionManager ClientConnectionManager}'s_connection pool, if any.;@Override_	public void destroy() throws Exception {_		getHttpClient().getConnectionManager().shutdown()__	};shutdown,hook,that,closes,the,underlying,link,org,apache,http,conn,client,connection,manager,client,connection,manager,s,connection,pool,if,any;override,public,void,destroy,throws,exception,get,http,client,get,connection,manager,shutdown
HttpComponentsClientHttpRequestFactory -> protected void postProcessHttpRequest(HttpUriRequest request);1520890308;Template method that allows for manipulating the {@link HttpUriRequest} before it is_returned as part of a {@link HttpComponentsClientHttpRequest}._<p>The default implementation is empty._@param request the request to process;protected void postProcessHttpRequest(HttpUriRequest request) {_	};template,method,that,allows,for,manipulating,the,link,http,uri,request,before,it,is,returned,as,part,of,a,link,http,components,client,http,request,p,the,default,implementation,is,empty,param,request,the,request,to,process;protected,void,post,process,http,request,http,uri,request,request
HttpComponentsClientHttpRequestFactory -> protected void postProcessHttpRequest(HttpUriRequest request);1523025317;Template method that allows for manipulating the {@link HttpUriRequest} before it is_returned as part of a {@link HttpComponentsClientHttpRequest}._<p>The default implementation is empty._@param request the request to process;protected void postProcessHttpRequest(HttpUriRequest request) {_	};template,method,that,allows,for,manipulating,the,link,http,uri,request,before,it,is,returned,as,part,of,a,link,http,components,client,http,request,p,the,default,implementation,is,empty,param,request,the,request,to,process;protected,void,post,process,http,request,http,uri,request,request
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1328020251;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1340398642;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1340648015;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1349872133;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1356735495;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1357119239;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1368482696;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1374115410;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		getHttpClient().getParams().setIntParameter(CoreConnectionPNames.CONNECTION_TIMEOUT, timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,get,http,client,get,params,set,int,parameter,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1377782656;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__        this.connectTimeout = timeout__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1383229571;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__        this.connectTimeout = timeout__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1383232235;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__        this.connectTimeout = timeout__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1391439900;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__        this.connectTimeout = timeout__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1394111906;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__        this.connectTimeout = timeout__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1394469729;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__        this.connectTimeout = timeout__		setLegacyConnectionTimeout(getHttpClient(), connectTimeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout,set,legacy,connection,timeout,get,http,client,connect,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1394472663;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__        this.connectTimeout = timeout__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1412780546;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.connectTimeout = timeout__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1414442939;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.connectTimeout = timeout__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1419262267;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._@param timeout the timeout value in milliseconds;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.connectTimeout = timeout__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,param,timeout,the,timeout,value,in,milliseconds;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,connect,timeout,timeout,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1419842214;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1420464527;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1426623891;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1434384787;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1436200220;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1438251337;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1449660489;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1467375086;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__		setLegacyConnectionTimeout(getHttpClient(), timeout)__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build,set,legacy,connection,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1467667302;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1468600707;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1495868221;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1496837955;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1497453044;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1498780456;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
