# id;timestamp;commentText;codeText;commentWords;codeWords
IOUtils -> public static void closeStream(final java.io.Closeable stream);1460741894;Closes the stream ignoring {@link IOException}. Must only be called in_cleaning up from exception handlers.__@param stream_the stream to close;public static void closeStream(final java.io.Closeable stream) {_		cleanup(null, stream)__	};closes,the,stream,ignoring,link,ioexception,must,only,be,called,in,cleaning,up,from,exception,handlers,param,stream,the,stream,to,close;public,static,void,close,stream,final,java,io,closeable,stream,cleanup,null,stream
IOUtils -> public static void cleanup(final Logger log, final java.io.Closeable... closeables);1480678142;Close the Closeable objects and <b>ignore</b> any {@link IOException} or_null pointers. Must only be used for cleanup in exception handlers.__@param log_the log to record problems to at debug level. Can be <code>null</code>._@param closeables_the objects to close;public static void cleanup(final Logger log, final java.io.Closeable... closeables) {_		for (java.io.Closeable c : closeables) {_			if (c != null) {_				try {_					c.close()__				} catch (IOException e) {_					if (log != null && log.isDebugEnabled()) {_						log.debug("Exception in closing " + c, e)__					}_				}_			}_		}_	};close,the,closeable,objects,and,b,ignore,b,any,link,ioexception,or,null,pointers,must,only,be,used,for,cleanup,in,exception,handlers,param,log,the,log,to,record,problems,to,at,debug,level,can,be,code,null,code,param,closeables,the,objects,to,close;public,static,void,cleanup,final,logger,log,final,java,io,closeable,closeables,for,java,io,closeable,c,closeables,if,c,null,try,c,close,catch,ioexception,e,if,log,null,log,is,debug,enabled,log,debug,exception,in,closing,c,e
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out) throws IOException;1460741894;Copies from one stream to another. <strong>closes the input and output_streams at the end</strong>.__@param in_InputStream to read from_@param out_OutputStream to write to_@throws IOException_thrown if an I/O error occurs while copying;public static void copyBytes(final InputStream in, final OutputStream out) throws IOException {_		copyBytes(in, out, BLOCKSIZE, true)__	};copies,from,one,stream,to,another,strong,closes,the,input,and,output,streams,at,the,end,strong,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,throws,ioexception,thrown,if,an,i,o,error,occurs,while,copying;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,throws,ioexception,copy,bytes,in,out,blocksize,true
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out) throws IOException;1479853012;Copies from one stream to another. <strong>closes the input and output_streams at the end</strong>.__@param in_InputStream to read from_@param out_OutputStream to write to_@throws IOException_thrown if an I/O error occurs while copying;public static void copyBytes(final InputStream in, final OutputStream out) throws IOException {_		copyBytes(in, out, BLOCKSIZE, true)__	};copies,from,one,stream,to,another,strong,closes,the,input,and,output,streams,at,the,end,strong,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,throws,ioexception,thrown,if,an,i,o,error,occurs,while,copying;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,throws,ioexception,copy,bytes,in,out,blocksize,true
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out) throws IOException;1480678142;Copies from one stream to another. <strong>closes the input and output_streams at the end</strong>.__@param in_InputStream to read from_@param out_OutputStream to write to_@throws IOException_thrown if an I/O error occurs while copying;public static void copyBytes(final InputStream in, final OutputStream out) throws IOException {_		copyBytes(in, out, BLOCKSIZE, true)__	};copies,from,one,stream,to,another,strong,closes,the,input,and,output,streams,at,the,end,strong,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,throws,ioexception,thrown,if,an,i,o,error,occurs,while,copying;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,throws,ioexception,copy,bytes,in,out,blocksize,true
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out) throws IOException;1485363344;Copies from one stream to another. <strong>closes the input and output_streams at the end</strong>.__@param in_InputStream to read from_@param out_OutputStream to write to_@throws IOException_thrown if an I/O error occurs while copying;public static void copyBytes(final InputStream in, final OutputStream out) throws IOException {_		copyBytes(in, out, BLOCKSIZE, true)__	};copies,from,one,stream,to,another,strong,closes,the,input,and,output,streams,at,the,end,strong,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,throws,ioexception,thrown,if,an,i,o,error,occurs,while,copying;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,throws,ioexception,copy,bytes,in,out,blocksize,true
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out) throws IOException;1516295284;Copies from one stream to another. <strong>closes the input and output_streams at the end</strong>.__@param in_InputStream to read from_@param out_OutputStream to write to_@throws IOException_thrown if an I/O error occurs while copying;public static void copyBytes(final InputStream in, final OutputStream out) throws IOException {_		copyBytes(in, out, BLOCKSIZE, true)__	};copies,from,one,stream,to,another,strong,closes,the,input,and,output,streams,at,the,end,strong,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,throws,ioexception,thrown,if,an,i,o,error,occurs,while,copying;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,throws,ioexception,copy,bytes,in,out,blocksize,true
IOUtils -> public static void skipFully(final InputStream in, long len) throws IOException;1460741894;Similar to readFully(). Skips bytes in a loop.__@param in_The InputStream to skip bytes from_@param len_number of bytes to skip_@throws IOException_if it could not skip requested number of bytes for any reason (including EOF);public static void skipFully(final InputStream in, long len) throws IOException {_		while (len > 0) {_			final long ret = in.skip(len)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			len -= ret__		}_	};similar,to,read,fully,skips,bytes,in,a,loop,param,in,the,input,stream,to,skip,bytes,from,param,len,number,of,bytes,to,skip,throws,ioexception,if,it,could,not,skip,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,skip,fully,final,input,stream,in,long,len,throws,ioexception,while,len,0,final,long,ret,in,skip,len,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,len,ret
IOUtils -> public static void skipFully(final InputStream in, long len) throws IOException;1479853012;Similar to readFully(). Skips bytes in a loop.__@param in_The InputStream to skip bytes from_@param len_number of bytes to skip_@throws IOException_if it could not skip requested number of bytes for any reason (including EOF);public static void skipFully(final InputStream in, long len) throws IOException {_		while (len > 0) {_			final long ret = in.skip(len)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			len -= ret__		}_	};similar,to,read,fully,skips,bytes,in,a,loop,param,in,the,input,stream,to,skip,bytes,from,param,len,number,of,bytes,to,skip,throws,ioexception,if,it,could,not,skip,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,skip,fully,final,input,stream,in,long,len,throws,ioexception,while,len,0,final,long,ret,in,skip,len,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,len,ret
IOUtils -> public static void skipFully(final InputStream in, long len) throws IOException;1480678142;Similar to readFully(). Skips bytes in a loop.__@param in_The InputStream to skip bytes from_@param len_number of bytes to skip_@throws IOException_if it could not skip requested number of bytes for any reason (including EOF);public static void skipFully(final InputStream in, long len) throws IOException {_		while (len > 0) {_			final long ret = in.skip(len)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			len -= ret__		}_	};similar,to,read,fully,skips,bytes,in,a,loop,param,in,the,input,stream,to,skip,bytes,from,param,len,number,of,bytes,to,skip,throws,ioexception,if,it,could,not,skip,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,skip,fully,final,input,stream,in,long,len,throws,ioexception,while,len,0,final,long,ret,in,skip,len,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,len,ret
IOUtils -> public static void skipFully(final InputStream in, long len) throws IOException;1485363344;Similar to readFully(). Skips bytes in a loop.__@param in_The InputStream to skip bytes from_@param len_number of bytes to skip_@throws IOException_if it could not skip requested number of bytes for any reason (including EOF);public static void skipFully(final InputStream in, long len) throws IOException {_		while (len > 0) {_			final long ret = in.skip(len)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			len -= ret__		}_	};similar,to,read,fully,skips,bytes,in,a,loop,param,in,the,input,stream,to,skip,bytes,from,param,len,number,of,bytes,to,skip,throws,ioexception,if,it,could,not,skip,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,skip,fully,final,input,stream,in,long,len,throws,ioexception,while,len,0,final,long,ret,in,skip,len,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,len,ret
IOUtils -> public static void skipFully(final InputStream in, long len) throws IOException;1516295284;Similar to readFully(). Skips bytes in a loop.__@param in_The InputStream to skip bytes from_@param len_number of bytes to skip_@throws IOException_if it could not skip requested number of bytes for any reason (including EOF);public static void skipFully(final InputStream in, long len) throws IOException {_		while (len > 0) {_			final long ret = in.skip(len)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			len -= ret__		}_	};similar,to,read,fully,skips,bytes,in,a,loop,param,in,the,input,stream,to,skip,bytes,from,param,len,number,of,bytes,to,skip,throws,ioexception,if,it,could,not,skip,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,skip,fully,final,input,stream,in,long,len,throws,ioexception,while,len,0,final,long,ret,in,skip,len,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,len,ret
IOUtils -> private IOUtils();1460741894;Private constructor to prevent instantiation.;private IOUtils() {};private,constructor,to,prevent,instantiation;private,ioutils
IOUtils -> private IOUtils();1479853012;Private constructor to prevent instantiation.;private IOUtils() {};private,constructor,to,prevent,instantiation;private,ioutils
IOUtils -> private IOUtils();1480678142;Private constructor to prevent instantiation.;private IOUtils() {};private,constructor,to,prevent,instantiation;private,ioutils
IOUtils -> private IOUtils();1485363344;Private constructor to prevent instantiation.;private IOUtils() {};private,constructor,to,prevent,instantiation;private,ioutils
IOUtils -> private IOUtils();1516295284;Private constructor to prevent instantiation.;private IOUtils() {};private,constructor,to,prevent,instantiation;private,ioutils
IOUtils -> public static void closeAll(Iterable<? extends AutoCloseable> closeables) throws Exception;1485363344;Closes all {@link AutoCloseable} objects in the parameter, suppressing exceptions. Exception will be emitted_after calling close() on every object.__@param closeables iterable with closeables to close._@throws Exception collected exceptions that occurred during closing;public static void closeAll(Iterable<? extends AutoCloseable> closeables) throws Exception {_		if (null != closeables) {__			Exception collectedExceptions = null___			for (AutoCloseable closeable : closeables) {_				try {_					if (null != closeable) {_						closeable.close()__					}_				} catch (Exception e) {_					collectedExceptions = ExceptionUtils.firstOrSuppressed(collectedExceptions, e)__				}_			}__			if (null != collectedExceptions) {_				throw collectedExceptions__			}_		}_	};closes,all,link,auto,closeable,objects,in,the,parameter,suppressing,exceptions,exception,will,be,emitted,after,calling,close,on,every,object,param,closeables,iterable,with,closeables,to,close,throws,exception,collected,exceptions,that,occurred,during,closing;public,static,void,close,all,iterable,extends,auto,closeable,closeables,throws,exception,if,null,closeables,exception,collected,exceptions,null,for,auto,closeable,closeable,closeables,try,if,null,closeable,closeable,close,catch,exception,e,collected,exceptions,exception,utils,first,or,suppressed,collected,exceptions,e,if,null,collected,exceptions,throw,collected,exceptions
IOUtils -> public static void closeAll(Iterable<? extends AutoCloseable> closeables) throws Exception;1516295284;Closes all {@link AutoCloseable} objects in the parameter, suppressing exceptions. Exception will be emitted_after calling close() on every object.__@param closeables iterable with closeables to close._@throws Exception collected exceptions that occurred during closing;public static void closeAll(Iterable<? extends AutoCloseable> closeables) throws Exception {_		if (null != closeables) {__			Exception collectedExceptions = null___			for (AutoCloseable closeable : closeables) {_				try {_					if (null != closeable) {_						closeable.close()__					}_				} catch (Exception e) {_					collectedExceptions = ExceptionUtils.firstOrSuppressed(collectedExceptions, e)__				}_			}__			if (null != collectedExceptions) {_				throw collectedExceptions__			}_		}_	};closes,all,link,auto,closeable,objects,in,the,parameter,suppressing,exceptions,exception,will,be,emitted,after,calling,close,on,every,object,param,closeables,iterable,with,closeables,to,close,throws,exception,collected,exceptions,that,occurred,during,closing;public,static,void,close,all,iterable,extends,auto,closeable,closeables,throws,exception,if,null,closeables,exception,collected,exceptions,null,for,auto,closeable,closeable,closeables,try,if,null,closeable,closeable,close,catch,exception,e,collected,exceptions,exception,utils,first,or,suppressed,collected,exceptions,e,if,null,collected,exceptions,throw,collected,exceptions
