# id;timestamp;commentText;codeText;commentWords;codeWords
AntPathMatcher -> public AntPathMatcher(String pathSeparator);1405378164;Create a new AntPathMatcher._@param pathSeparator the path separator to use_@since 4.1;public AntPathMatcher(String pathSeparator) {_		if(pathSeparator != null) {_			this.pathSeparator = pathSeparator__		}_	};create,a,new,ant,path,matcher,param,path,separator,the,path,separator,to,use,since,4,1;public,ant,path,matcher,string,path,separator,if,path,separator,null,this,path,separator,path,separator
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1462393686;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1467730834;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1468327638;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1472808958;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1493317597;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1493321510;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1496259743;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1496837955;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1498780456;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1518772998;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1530174524;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1530174524;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> protected String[] tokenizePattern(String pattern);1535316501;Tokenize the given path pattern into parts, based on this matcher's settings._<p>Performs caching based on {@link #setCachePatterns}, delegating to_{@link #tokenizePath(String)} for the actual tokenization algorithm._@param pattern the pattern to tokenize_@return the tokenized pattern parts;protected String[] tokenizePattern(String pattern) {_		String[] tokenized = null__		Boolean cachePatterns = this.cachePatterns__		if (cachePatterns == null || cachePatterns.booleanValue()) {_			tokenized = this.tokenizedPatternCache.get(pattern)__		}_		if (tokenized == null) {_			tokenized = tokenizePath(pattern)__			if (cachePatterns == null && this.tokenizedPatternCache.size() >= CACHE_TURNOFF_THRESHOLD) {_				_				_				_				deactivatePatternCache()__				return tokenized__			}_			if (cachePatterns == null || cachePatterns.booleanValue()) {_				this.tokenizedPatternCache.put(pattern, tokenized)__			}_		}_		return tokenized__	};tokenize,the,given,path,pattern,into,parts,based,on,this,matcher,s,settings,p,performs,caching,based,on,link,set,cache,patterns,delegating,to,link,tokenize,path,string,for,the,actual,tokenization,algorithm,param,pattern,the,pattern,to,tokenize,return,the,tokenized,pattern,parts;protected,string,tokenize,pattern,string,pattern,string,tokenized,null,boolean,cache,patterns,this,cache,patterns,if,cache,patterns,null,cache,patterns,boolean,value,tokenized,this,tokenized,pattern,cache,get,pattern,if,tokenized,null,tokenized,tokenize,path,pattern,if,cache,patterns,null,this,tokenized,pattern,cache,size,deactivate,pattern,cache,return,tokenized,if,cache,patterns,null,cache,patterns,boolean,value,this,tokenized,pattern,cache,put,pattern,tokenized,return,tokenized
AntPathMatcher -> AntPatternComparator -> @Override 		public int compare(String pattern1, String pattern2);1402512669;Compare two patterns to determine which should match first, i.e. which is the most specific_regarding the current path.__@return a negative integer, zero, or a positive integer as pattern1 is_more specific, equally specific, or less specific than pattern2.;@Override_		public int compare(String pattern1, String pattern2) {__			boolean pattern1NullCaptureAll = isNullOrCaptureAllPattern(pattern1)__			boolean pattern2NullCaptureAll = isNullOrCaptureAllPattern(pattern2)__			if (pattern1NullCaptureAll && pattern2NullCaptureAll) {_				return 0__			}_			else if (pattern1NullCaptureAll) {_				return 1__			}_			else if (pattern2NullCaptureAll) {_				return -1__			}__			boolean pattern1EqualsPath = pattern1.equals(path)__			boolean pattern2EqualsPath = pattern2.equals(path)__			if (pattern1EqualsPath && pattern2EqualsPath) {_				return 0__			}_			else if (pattern1EqualsPath) {_				return -1__			}_			else if (pattern2EqualsPath) {_				return 1__			}__			PatternElements pattern1Elements = new PatternElements(pattern1)__			PatternElements pattern2Elements = new PatternElements(pattern2)___			if(pattern1Elements.endsWithCatchAll && pattern2Elements.catchAllCount == 0) {_				return 1__			}_			else if(pattern2Elements.endsWithCatchAll && pattern1Elements.catchAllCount == 0) {_				return -1__			}__			int totalCount1 = pattern1Elements.bracketCount + pattern1Elements.wildcardsCount__			int totalCount2 = pattern2Elements.bracketCount + pattern2Elements.wildcardsCount___			if (totalCount1 != totalCount2) {_				return totalCount1 - totalCount2__			}__			int pattern1Length = getPatternLength(pattern1)__			int pattern2Length = getPatternLength(pattern2)___			if (pattern1Length != pattern2Length) {_				return pattern2Length - pattern1Length__			}__			if (pattern1Elements.wildcardsCount < pattern2Elements.wildcardsCount) {_				return -1__			}_			else if (pattern2Elements.wildcardsCount < pattern1Elements.wildcardsCount) {_				return 1__			}__			if (pattern1Elements.bracketCount < pattern2Elements.bracketCount) {_				return -1__			}_			else if (pattern2Elements.bracketCount < pattern1Elements.bracketCount) {_				return 1__			}__			return 0__		};compare,two,patterns,to,determine,which,should,match,first,i,e,which,is,the,most,specific,regarding,the,current,path,return,a,negative,integer,zero,or,a,positive,integer,as,pattern1,is,more,specific,equally,specific,or,less,specific,than,pattern2;override,public,int,compare,string,pattern1,string,pattern2,boolean,pattern1null,capture,all,is,null,or,capture,all,pattern,pattern1,boolean,pattern2null,capture,all,is,null,or,capture,all,pattern,pattern2,if,pattern1null,capture,all,pattern2null,capture,all,return,0,else,if,pattern1null,capture,all,return,1,else,if,pattern2null,capture,all,return,1,boolean,pattern1equals,path,pattern1,equals,path,boolean,pattern2equals,path,pattern2,equals,path,if,pattern1equals,path,pattern2equals,path,return,0,else,if,pattern1equals,path,return,1,else,if,pattern2equals,path,return,1,pattern,elements,pattern1elements,new,pattern,elements,pattern1,pattern,elements,pattern2elements,new,pattern,elements,pattern2,if,pattern1elements,ends,with,catch,all,pattern2elements,catch,all,count,0,return,1,else,if,pattern2elements,ends,with,catch,all,pattern1elements,catch,all,count,0,return,1,int,total,count1,pattern1elements,bracket,count,pattern1elements,wildcards,count,int,total,count2,pattern2elements,bracket,count,pattern2elements,wildcards,count,if,total,count1,total,count2,return,total,count1,total,count2,int,pattern1length,get,pattern,length,pattern1,int,pattern2length,get,pattern,length,pattern2,if,pattern1length,pattern2length,return,pattern2length,pattern1length,if,pattern1elements,wildcards,count,pattern2elements,wildcards,count,return,1,else,if,pattern2elements,wildcards,count,pattern1elements,wildcards,count,return,1,if,pattern1elements,bracket,count,pattern2elements,bracket,count,return,1,else,if,pattern2elements,bracket,count,pattern1elements,bracket,count,return,1,return,0
AntPathMatcher -> AntPatternComparator -> @Override 		public int compare(String pattern1, String pattern2);1402512669;Compare two patterns to determine which should match first, i.e. which is the most specific_regarding the current path.__@return a negative integer, zero, or a positive integer as pattern1 is_more specific, equally specific, or less specific than pattern2.;@Override_		public int compare(String pattern1, String pattern2) {__			PatternInfo info1 = new PatternInfo(pattern1)__			PatternInfo info2 = new PatternInfo(pattern2)___			if (info1.isLeastSpecific() && info2.isLeastSpecific()) {_				return 0__			}_			else if (info1.isLeastSpecific()) {_				return 1__			}_			else if (info2.isLeastSpecific()) {_				return -1__			}__			boolean pattern1EqualsPath = pattern1.equals(path)__			boolean pattern2EqualsPath = pattern2.equals(path)__			if (pattern1EqualsPath && pattern2EqualsPath) {_				return 0__			}_			else if (pattern1EqualsPath) {_				return -1__			}_			else if (pattern2EqualsPath) {_				return 1__			}__			if (info1.isPrefixPattern() && info2.getDoubleWildcards() == 0) {_				return 1__			}_			else if (info2.isPrefixPattern() && info1.getDoubleWildcards() == 0) {_				return -1__			}__			if (info1.getTotalCount() != info2.getTotalCount()) {_				return info1.getTotalCount() - info2.getTotalCount()__			}__			if (info1.getLength() != info2.getLength()) {_				return info2.getLength() - info1.getLength()__			}__			if (info1.getSingleWildcards() < info2.getSingleWildcards()) {_				return -1__			}_			else if (info2.getSingleWildcards() < info1.getSingleWildcards()) {_				return 1__			}__			if (info1.getUriVars() < info2.getUriVars()) {_				return -1__			}_			else if (info2.getUriVars() < info1.getUriVars()) {_				return 1__			}__			return 0__		};compare,two,patterns,to,determine,which,should,match,first,i,e,which,is,the,most,specific,regarding,the,current,path,return,a,negative,integer,zero,or,a,positive,integer,as,pattern1,is,more,specific,equally,specific,or,less,specific,than,pattern2;override,public,int,compare,string,pattern1,string,pattern2,pattern,info,info1,new,pattern,info,pattern1,pattern,info,info2,new,pattern,info,pattern2,if,info1,is,least,specific,info2,is,least,specific,return,0,else,if,info1,is,least,specific,return,1,else,if,info2,is,least,specific,return,1,boolean,pattern1equals,path,pattern1,equals,path,boolean,pattern2equals,path,pattern2,equals,path,if,pattern1equals,path,pattern2equals,path,return,0,else,if,pattern1equals,path,return,1,else,if,pattern2equals,path,return,1,if,info1,is,prefix,pattern,info2,get,double,wildcards,0,return,1,else,if,info2,is,prefix,pattern,info1,get,double,wildcards,0,return,1,if,info1,get,total,count,info2,get,total,count,return,info1,get,total,count,info2,get,total,count,if,info1,get,length,info2,get,length,return,info2,get,length,info1,get,length,if,info1,get,single,wildcards,info2,get,single,wildcards,return,1,else,if,info2,get,single,wildcards,info1,get,single,wildcards,return,1,if,info1,get,uri,vars,info2,get,uri,vars,return,1,else,if,info2,get,uri,vars,info1,get,uri,vars,return,1,return,0
