# id;timestamp;commentText;codeText;commentWords;codeWords
StreamInput -> public abstract void readBytes(byte[] b, int offset, int len) throws IOException_;1524684173;Reads a specified number of bytes into an array at the specified offset.__@param b      the array to read bytes into_@param offset the offset in the array to start storing bytes_@param len    the number of bytes to read;public abstract void readBytes(byte[] b, int offset, int len) throws IOException_;reads,a,specified,number,of,bytes,into,an,array,at,the,specified,offset,param,b,the,array,to,read,bytes,into,param,offset,the,offset,in,the,array,to,start,storing,bytes,param,len,the,number,of,bytes,to,read;public,abstract,void,read,bytes,byte,b,int,offset,int,len,throws,ioexception
StreamInput -> public <E extends Enum<E>> E readEnum(Class<E> enumClass) throws IOException;1548943934;Reads an enum with type E that was serialized based on the value of its ordinal;public <E extends Enum<E>> E readEnum(Class<E> enumClass) throws IOException {_        int ordinal = readVInt()__        E[] values = enumClass.getEnumConstants()__        if (ordinal < 0 || ordinal >= values.length) {_            throw new IOException("Unknown " + enumClass.getSimpleName() + " ordinal [" + ordinal + "]")__        }_        return values[ordinal]__    };reads,an,enum,with,type,e,that,was,serialized,based,on,the,value,of,its,ordinal;public,e,extends,enum,e,e,read,enum,class,e,enum,class,throws,ioexception,int,ordinal,read,vint,e,values,enum,class,get,enum,constants,if,ordinal,0,ordinal,values,length,throw,new,ioexception,unknown,enum,class,get,simple,name,ordinal,ordinal,return,values,ordinal
StreamInput -> public <E extends Enum<E>> E readEnum(Class<E> enumClass) throws IOException;1549336917;Reads an enum with type E that was serialized based on the value of its ordinal;public <E extends Enum<E>> E readEnum(Class<E> enumClass) throws IOException {_        int ordinal = readVInt()__        E[] values = enumClass.getEnumConstants()__        if (ordinal < 0 || ordinal >= values.length) {_            throw new IOException("Unknown " + enumClass.getSimpleName() + " ordinal [" + ordinal + "]")__        }_        return values[ordinal]__    };reads,an,enum,with,type,e,that,was,serialized,based,on,the,value,of,its,ordinal;public,e,extends,enum,e,e,read,enum,class,e,enum,class,throws,ioexception,int,ordinal,read,vint,e,values,enum,class,get,enum,constants,if,ordinal,0,ordinal,values,length,throw,new,ioexception,unknown,enum,class,get,simple,name,ordinal,ordinal,return,values,ordinal
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1524684173;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1526449283;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1532353780;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1532456624;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1548236405;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1548265937;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1548420339;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1548943934;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)             throws IOException;1549336917;Read a {@link Map} of {@code K}-type keys to {@code V}-type {@link List}s._<pre><code>_Map&lt_String, List&lt_String&gt_&gt_ map = in.readMapOfLists(StreamInput::readString, StreamInput::readString)__</code></pre>__@param keyReader The key reader_@param valueReader The value reader_@return Never {@code null}.;public <K, V> Map<K, List<V>> readMapOfLists(final Writeable.Reader<K> keyReader, final Writeable.Reader<V> valueReader)_            throws IOException {_        final int size = readArraySize()__        if (size == 0) {_            return Collections.emptyMap()__        }_        final Map<K, List<V>> map = new HashMap<>(size)__        for (int i = 0_ i < size_ ++i) {_            map.put(keyReader.read(this), readList(valueReader))__        }_        return map__    };read,a,link,map,of,code,k,type,keys,to,code,v,type,link,list,s,pre,code,map,lt,string,list,lt,string,gt,gt,map,in,read,map,of,lists,stream,input,read,string,stream,input,read,string,code,pre,param,key,reader,the,key,reader,param,value,reader,the,value,reader,return,never,code,null;public,k,v,map,k,list,v,read,map,of,lists,final,writeable,reader,k,key,reader,final,writeable,reader,v,value,reader,throws,ioexception,final,int,size,read,array,size,if,size,0,return,collections,empty,map,final,map,k,list,v,map,new,hash,map,size,for,int,i,0,i,size,i,map,put,key,reader,read,this,read,list,value,reader,return,map
StreamInput -> public TimeValue readTimeValue() throws IOException;1524684173;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1526449283;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1532353780;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1532456624;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1548236405;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1548265937;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1548420339;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1548943934;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> public TimeValue readTimeValue() throws IOException;1549336917;Read a {@link TimeValue} from the stream;public TimeValue readTimeValue() throws IOException {_        long duration = readZLong()__        TimeUnit timeUnit = BYTE_TIME_UNIT_MAP.get(readByte())__        return new TimeValue(duration, timeUnit)__    };read,a,link,time,value,from,the,stream;public,time,value,read,time,value,throws,ioexception,long,duration,read,zlong,time,unit,time,unit,get,read,byte,return,new,time,value,duration,time,unit
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1524684173;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1526449283;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1532353780;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1532456624;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1548236405;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1548265937;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1548420339;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1548943934;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> @Nullable     public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException;1549336917;Serializes a potential null value.;@Nullable_    public <T extends Streamable> T readOptionalStreamable(Supplier<T> supplier) throws IOException {_        if (readBoolean()) {_            T streamable = supplier.get()__            streamable.readFrom(this)__            return streamable__        } else {_            return null__        }_    };serializes,a,potential,null,value;nullable,public,t,extends,streamable,t,read,optional,streamable,supplier,t,supplier,throws,ioexception,if,read,boolean,t,streamable,supplier,get,streamable,read,from,this,return,streamable,else,return,null
StreamInput -> public ZoneId readOptionalZoneId() throws IOException;1548236405;Read an optional {@linkplain ZoneId}.;public ZoneId readOptionalZoneId() throws IOException {_        if (readBoolean()) {_            return ZoneId.of(readString())__        }_        return null__    };read,an,optional,linkplain,zone,id;public,zone,id,read,optional,zone,id,throws,ioexception,if,read,boolean,return,zone,id,of,read,string,return,null
StreamInput -> public ZoneId readOptionalZoneId() throws IOException;1548265937;Read an optional {@linkplain ZoneId}.;public ZoneId readOptionalZoneId() throws IOException {_        if (readBoolean()) {_            return ZoneId.of(readString())__        }_        return null__    };read,an,optional,linkplain,zone,id;public,zone,id,read,optional,zone,id,throws,ioexception,if,read,boolean,return,zone,id,of,read,string,return,null
StreamInput -> public ZoneId readOptionalZoneId() throws IOException;1548420339;Read an optional {@linkplain ZoneId}.;public ZoneId readOptionalZoneId() throws IOException {_        if (readBoolean()) {_            return ZoneId.of(readString())__        }_        return null__    };read,an,optional,linkplain,zone,id;public,zone,id,read,optional,zone,id,throws,ioexception,if,read,boolean,return,zone,id,of,read,string,return,null
StreamInput -> public ZoneId readOptionalZoneId() throws IOException;1548943934;Read an optional {@linkplain ZoneId}.;public ZoneId readOptionalZoneId() throws IOException {_        if (readBoolean()) {_            return ZoneId.of(readString())__        }_        return null__    };read,an,optional,linkplain,zone,id;public,zone,id,read,optional,zone,id,throws,ioexception,if,read,boolean,return,zone,id,of,read,string,return,null
StreamInput -> public ZoneId readOptionalZoneId() throws IOException;1549336917;Read an optional {@linkplain ZoneId}.;public ZoneId readOptionalZoneId() throws IOException {_        if (readBoolean()) {_            return ZoneId.of(readString())__        }_        return null__    };read,an,optional,linkplain,zone,id;public,zone,id,read,optional,zone,id,throws,ioexception,if,read,boolean,return,zone,id,of,read,string,return,null
StreamInput -> @Nullable     public BytesReference readOptionalBytesReference() throws IOException;1524684173;Reads an optional bytes reference from this stream. It might hold an actual reference to the underlying bytes of the stream. Use this_only if you must differentiate null from empty. Use {@link StreamInput#readBytesReference()} and_{@link StreamOutput#writeBytesReference(BytesReference)} if you do not.;@Nullable_    public BytesReference readOptionalBytesReference() throws IOException {_        int length = readVInt() - 1__        if (length < 0) {_            return null__        }_        return readBytesReference(length)__    };reads,an,optional,bytes,reference,from,this,stream,it,might,hold,an,actual,reference,to,the,underlying,bytes,of,the,stream,use,this,only,if,you,must,differentiate,null,from,empty,use,link,stream,input,read,bytes,reference,and,link,stream,output,write,bytes,reference,bytes,reference,if,you,do,not;nullable,public,bytes,reference,read,optional,bytes,reference,throws,ioexception,int,length,read,vint,1,if,length,0,return,null,return,read,bytes,reference,length
StreamInput -> @Nullable     public BytesReference readOptionalBytesReference() throws IOException;1526449283;Reads an optional bytes reference from this stream. It might hold an actual reference to the underlying bytes of the stream. Use this_only if you must differentiate null from empty. Use {@link StreamInput#readBytesReference()} and_{@link StreamOutput#writeBytesReference(BytesReference)} if you do not.;@Nullable_    public BytesReference readOptionalBytesReference() throws IOException {_        int length = readVInt() - 1__        if (length < 0) {_            return null__        }_        return readBytesReference(length)__    };reads,an,optional,bytes,reference,from,this,stream,it,might,hold,an,actual,reference,to,the,underlying,bytes,of,the,stream,use,this,only,if,you,must,differentiate,null,from,empty,use,link,stream,input,read,bytes,reference,and,link,stream,output,write,bytes,reference,bytes,reference,if,you,do,not;nullable,public,bytes,reference,read,optional,bytes,reference,throws,ioexception,int,length,read,vint,1,if,length,0,return,null,return,read,bytes,reference,length
StreamInput -> @Nullable     public BytesReference readOptionalBytesReference() throws IOException;1532353780;Reads an optional bytes reference from this stream. It might hold an actual reference to the underlying bytes of the stream. Use this_only if you must differentiate null from empty. Use {@link StreamInput#readBytesReference()} and_{@link StreamOutput#writeBytesReference(BytesReference)} if you do not.;@Nullable_    public BytesReference readOptionalBytesReference() throws IOException {_        int length = readVInt() - 1__        if (length < 0) {_            return null__        }_        return readBytesReference(length)__    };reads,an,optional,bytes,reference,from,this,stream,it,might,hold,an,actual,reference,to,the,underlying,bytes,of,the,stream,use,this,only,if,you,must,differentiate,null,from,empty,use,link,stream,input,read,bytes,reference,and,link,stream,output,write,bytes,reference,bytes,reference,if,you,do,not;nullable,public,bytes,reference,read,optional,bytes,reference,throws,ioexception,int,length,read,vint,1,if,length,0,return,null,return,read,bytes,reference,length
