# id;timestamp;commentText;codeText;commentWords;codeWords
MockEndpoint -> public void expectedHeaderReceived(final String name, final Object value);1549264559;Sets an expectation that the given header name & value are received by this endpoint_<p/>_You can set multiple expectations for different header names._If you set a value of <tt>null</tt> that means we accept either the header is absent, or its value is <tt>null</tt>_<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedHeaderReceived(final String name, final Object value) {_        if (expectedMinimumCount == -1) {_            expectedMinimumMessageCount(1)__        }_        if (expectedHeaderValues == null) {_            expectedHeaderValues = getCamelContext().getHeadersMapFactory().newMap()__            _            expects(new Runnable() {_                public void run() {_                    for (int i = 0_ i < getReceivedExchanges().size()_ i++) {_                        Exchange exchange = getReceivedExchange(i)__                        for (Map.Entry<String, Object> entry : expectedHeaderValues.entrySet()) {_                            String key = entry.getKey()__                            Object expectedValue = entry.getValue()___                            _                            if (expectedValue != null) {_                                assertTrue("Exchange " + i + " has no headers", exchange.getIn().hasHeaders())__                                boolean hasKey = exchange.getIn().getHeaders().containsKey(key)__                                assertTrue("No header with name " + key + " found for message: " + i, hasKey)__                            }__                            Object actualValue = exchange.getIn().getHeader(key)__                            actualValue = extractActualValue(exchange, actualValue, expectedValue)___                            assertEquals("Header with name " + key + " for message: " + i, expectedValue, actualValue)__                        }_                    }_                }_            })__        }_        expectedHeaderValues.put(name, value)__    };sets,an,expectation,that,the,given,header,name,value,are,received,by,this,endpoint,p,you,can,set,multiple,expectations,for,different,header,names,if,you,set,a,value,of,tt,null,tt,that,means,we,accept,either,the,header,is,absent,or,its,value,is,tt,null,tt,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,header,received,final,string,name,final,object,value,if,expected,minimum,count,1,expected,minimum,message,count,1,if,expected,header,values,null,expected,header,values,get,camel,context,get,headers,map,factory,new,map,expects,new,runnable,public,void,run,for,int,i,0,i,get,received,exchanges,size,i,exchange,exchange,get,received,exchange,i,for,map,entry,string,object,entry,expected,header,values,entry,set,string,key,entry,get,key,object,expected,value,entry,get,value,if,expected,value,null,assert,true,exchange,i,has,no,headers,exchange,get,in,has,headers,boolean,has,key,exchange,get,in,get,headers,contains,key,key,assert,true,no,header,with,name,key,found,for,message,i,has,key,object,actual,value,exchange,get,in,get,header,key,actual,value,extract,actual,value,exchange,actual,value,expected,value,assert,equals,header,with,name,key,for,message,i,expected,value,actual,value,expected,header,values,put,name,value
MockEndpoint -> public void assertIsNotSatisfied(long timeoutForEmptyEndpoints) throws InterruptedException;1550749310;Validates that the assertions fail on this endpoint__@param timeoutForEmptyEndpoints the timeout in milliseconds that we_should wait for the test to be true;public void assertIsNotSatisfied(long timeoutForEmptyEndpoints) throws InterruptedException {_        boolean failed = false__        try {_            assertIsSatisfied(timeoutForEmptyEndpoints)__            _            failed = true__        } catch (AssertionError e) {_            if (log.isDebugEnabled()) {_                _                log.debug("Caught expected failure: " + e.getMessage(), e)__            } else {_                log.info("Caught expected failure: " + e.getMessage())__            }_        }_        if (failed) { _            _            fail("Expected assertion failure but test succeeded!")__        }_    };validates,that,the,assertions,fail,on,this,endpoint,param,timeout,for,empty,endpoints,the,timeout,in,milliseconds,that,we,should,wait,for,the,test,to,be,true;public,void,assert,is,not,satisfied,long,timeout,for,empty,endpoints,throws,interrupted,exception,boolean,failed,false,try,assert,is,satisfied,timeout,for,empty,endpoints,failed,true,catch,assertion,error,e,if,log,is,debug,enabled,log,debug,caught,expected,failure,e,get,message,e,else,log,info,caught,expected,failure,e,get,message,if,failed,fail,expected,assertion,failure,but,test,succeeded
MockEndpoint -> public AssertionClause allMessages();1549264559;Adds an assertion to all the received messages__@return the assertion clause;public AssertionClause allMessages() {_        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                List<Exchange> list = getReceivedExchanges()__                int index = 0__                for (Exchange exchange : list) {_                    applyAssertionOn(MockEndpoint.this, index++, exchange)__                }_            }_        }__        expects(clause)__        return clause__    };adds,an,assertion,to,all,the,received,messages,return,the,assertion,clause;public,assertion,clause,all,messages,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,list,exchange,list,get,received,exchanges,int,index,0,for,exchange,exchange,list,apply,assertion,on,mock,endpoint,this,index,exchange,expects,clause,return,clause
MockEndpoint -> public AssertionClause allMessages();1549433221;Adds an assertion to all the received messages__@return the assertion clause;public AssertionClause allMessages() {_        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                List<Exchange> list = getReceivedExchanges()__                int index = 0__                for (Exchange exchange : list) {_                    applyAssertionOn(MockEndpoint.this, index++, exchange)__                }_            }_        }__        expects(clause)__        return clause__    };adds,an,assertion,to,all,the,received,messages,return,the,assertion,clause;public,assertion,clause,all,messages,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,list,exchange,list,get,received,exchanges,int,index,0,for,exchange,exchange,list,apply,assertion,on,mock,endpoint,this,index,exchange,expects,clause,return,clause
MockEndpoint -> public AssertionClause allMessages();1550749310;Adds an assertion to all the received messages__@return the assertion clause;public AssertionClause allMessages() {_        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                List<Exchange> list = getReceivedExchanges()__                int index = 0__                for (Exchange exchange : list) {_                    applyAssertionOn(MockEndpoint.this, index++, exchange)__                }_            }_        }__        expects(clause)__        return clause__    };adds,an,assertion,to,all,the,received,messages,return,the,assertion,clause;public,assertion,clause,all,messages,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,list,exchange,list,get,received,exchanges,int,index,0,for,exchange,exchange,list,apply,assertion,on,mock,endpoint,this,index,exchange,expects,clause,return,clause
MockEndpoint -> public void expectedMessagesMatches(Predicate... predicates);1549264559;Sets an expectation that the given predicates matches the received messages by this endpoint;public void expectedMessagesMatches(Predicate... predicates) {_        for (int i = 0_ i < predicates.length_ i++) {_            final int messageIndex = i__            final Predicate predicate = predicates[i]__            final AssertionClause clause = new AssertionClause(this) {_                public void run() {_                    addPredicate(predicate)__                    applyAssertionOn(MockEndpoint.this, messageIndex, assertExchangeReceived(messageIndex))__                }_            }__            expects(clause)__        }_    };sets,an,expectation,that,the,given,predicates,matches,the,received,messages,by,this,endpoint;public,void,expected,messages,matches,predicate,predicates,for,int,i,0,i,predicates,length,i,final,int,message,index,i,final,predicate,predicate,predicates,i,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,add,predicate,predicate,apply,assertion,on,mock,endpoint,this,message,index,assert,exchange,received,message,index,expects,clause
MockEndpoint -> public void expectedMessagesMatches(Predicate... predicates);1549433221;Sets an expectation that the given predicates matches the received messages by this endpoint;public void expectedMessagesMatches(Predicate... predicates) {_        for (int i = 0_ i < predicates.length_ i++) {_            final int messageIndex = i__            final Predicate predicate = predicates[i]__            final AssertionClause clause = new AssertionClause(this) {_                public void run() {_                    addPredicate(predicate)__                    applyAssertionOn(MockEndpoint.this, messageIndex, assertExchangeReceived(messageIndex))__                }_            }__            expects(clause)__        }_    };sets,an,expectation,that,the,given,predicates,matches,the,received,messages,by,this,endpoint;public,void,expected,messages,matches,predicate,predicates,for,int,i,0,i,predicates,length,i,final,int,message,index,i,final,predicate,predicate,predicates,i,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,add,predicate,predicate,apply,assertion,on,mock,endpoint,this,message,index,assert,exchange,received,message,index,expects,clause
MockEndpoint -> public void expectedMessagesMatches(Predicate... predicates);1550749310;Sets an expectation that the given predicates matches the received messages by this endpoint;public void expectedMessagesMatches(Predicate... predicates) {_        for (int i = 0_ i < predicates.length_ i++) {_            final int messageIndex = i__            final Predicate predicate = predicates[i]__            final AssertionClause clause = new AssertionClause(this) {_                public void run() {_                    addPredicate(predicate)__                    applyAssertionOn(MockEndpoint.this, messageIndex, assertExchangeReceived(messageIndex))__                }_            }__            expects(clause)__        }_    };sets,an,expectation,that,the,given,predicates,matches,the,received,messages,by,this,endpoint;public,void,expected,messages,matches,predicate,predicates,for,int,i,0,i,predicates,length,i,final,int,message,index,i,final,predicate,predicate,predicates,i,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,add,predicate,predicate,apply,assertion,on,mock,endpoint,this,message,index,assert,exchange,received,message,index,expects,clause
MockEndpoint -> public void expectedPropertyValuesReceivedInAnyOrder(String name, Object... values);1549264559;Adds an expectation that the given property values are received by this_endpoint in any order_<p/>_<b>Important:</b> The number of values must match the expected number of messages, so if you expect 3 messages, then_there must be 3 values._<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedPropertyValuesReceivedInAnyOrder(String name, Object... values) {_        List<Object> valueList = new ArrayList<>()__        valueList.addAll(Arrays.asList(values))__        expectedPropertyValuesReceivedInAnyOrder(name, valueList)__    };adds,an,expectation,that,the,given,property,values,are,received,by,this,endpoint,in,any,order,p,b,important,b,the,number,of,values,must,match,the,expected,number,of,messages,so,if,you,expect,3,messages,then,there,must,be,3,values,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,property,values,received,in,any,order,string,name,object,values,list,object,value,list,new,array,list,value,list,add,all,arrays,as,list,values,expected,property,values,received,in,any,order,name,value,list
MockEndpoint -> public void expectedPropertyValuesReceivedInAnyOrder(String name, Object... values);1549433221;Adds an expectation that the given property values are received by this_endpoint in any order_<p/>_<b>Important:</b> The number of values must match the expected number of messages, so if you expect 3 messages, then_there must be 3 values._<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedPropertyValuesReceivedInAnyOrder(String name, Object... values) {_        List<Object> valueList = new ArrayList<>()__        valueList.addAll(Arrays.asList(values))__        expectedPropertyValuesReceivedInAnyOrder(name, valueList)__    };adds,an,expectation,that,the,given,property,values,are,received,by,this,endpoint,in,any,order,p,b,important,b,the,number,of,values,must,match,the,expected,number,of,messages,so,if,you,expect,3,messages,then,there,must,be,3,values,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,property,values,received,in,any,order,string,name,object,values,list,object,value,list,new,array,list,value,list,add,all,arrays,as,list,values,expected,property,values,received,in,any,order,name,value,list
MockEndpoint -> public void expectedPropertyValuesReceivedInAnyOrder(String name, Object... values);1550749310;Adds an expectation that the given property values are received by this_endpoint in any order_<p/>_<b>Important:</b> The number of values must match the expected number of messages, so if you expect 3 messages, then_there must be 3 values._<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedPropertyValuesReceivedInAnyOrder(String name, Object... values) {_        List<Object> valueList = new ArrayList<>()__        valueList.addAll(Arrays.asList(values))__        expectedPropertyValuesReceivedInAnyOrder(name, valueList)__    };adds,an,expectation,that,the,given,property,values,are,received,by,this,endpoint,in,any,order,p,b,important,b,the,number,of,values,must,match,the,expected,number,of,messages,so,if,you,expect,3,messages,then,there,must,be,3,values,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,property,values,received,in,any,order,string,name,object,values,list,object,value,list,new,array,list,value,list,add,all,arrays,as,list,values,expected,property,values,received,in,any,order,name,value,list
MockEndpoint -> public AssertionClause expectsAscending();1549264559;Adds an expectation that messages received should have ascending values_of the given expression such as a user generated counter value;public AssertionClause expectsAscending() {_        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                assertMessagesAscending(createExpression(getCamelContext()))__            }_        }__        expects(clause)__        return clause__    };adds,an,expectation,that,messages,received,should,have,ascending,values,of,the,given,expression,such,as,a,user,generated,counter,value;public,assertion,clause,expects,ascending,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,assert,messages,ascending,create,expression,get,camel,context,expects,clause,return,clause
MockEndpoint -> public AssertionClause expectsAscending();1549433221;Adds an expectation that messages received should have ascending values_of the given expression such as a user generated counter value;public AssertionClause expectsAscending() {_        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                assertMessagesAscending(createExpression(getCamelContext()))__            }_        }__        expects(clause)__        return clause__    };adds,an,expectation,that,messages,received,should,have,ascending,values,of,the,given,expression,such,as,a,user,generated,counter,value;public,assertion,clause,expects,ascending,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,assert,messages,ascending,create,expression,get,camel,context,expects,clause,return,clause
MockEndpoint -> public AssertionClause expectsAscending();1550749310;Adds an expectation that messages received should have ascending values_of the given expression such as a user generated counter value;public AssertionClause expectsAscending() {_        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                assertMessagesAscending(createExpression(getCamelContext()))__            }_        }__        expects(clause)__        return clause__    };adds,an,expectation,that,messages,received,should,have,ascending,values,of,the,given,expression,such,as,a,user,generated,counter,value;public,assertion,clause,expects,ascending,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,assert,messages,ascending,create,expression,get,camel,context,expects,clause,return,clause
MockEndpoint -> public void whenAnyExchangeReceived(Processor processor);1549264559;Set the processor that will be invoked when the some message_is received.__This processor could be overwritten by_{@link #whenExchangeReceived(int, Processor)} method.;public void whenAnyExchangeReceived(Processor processor) {_        this.defaultProcessor = processor__    };set,the,processor,that,will,be,invoked,when,the,some,message,is,received,this,processor,could,be,overwritten,by,link,when,exchange,received,int,processor,method;public,void,when,any,exchange,received,processor,processor,this,default,processor,processor
MockEndpoint -> public void whenAnyExchangeReceived(Processor processor);1549433221;Set the processor that will be invoked when the some message_is received.__This processor could be overwritten by_{@link #whenExchangeReceived(int, Processor)} method.;public void whenAnyExchangeReceived(Processor processor) {_        this.defaultProcessor = processor__    };set,the,processor,that,will,be,invoked,when,the,some,message,is,received,this,processor,could,be,overwritten,by,link,when,exchange,received,int,processor,method;public,void,when,any,exchange,received,processor,processor,this,default,processor,processor
MockEndpoint -> public void whenAnyExchangeReceived(Processor processor);1550749310;Set the processor that will be invoked when the some message_is received.__This processor could be overwritten by_{@link #whenExchangeReceived(int, Processor)} method.;public void whenAnyExchangeReceived(Processor processor) {_        this.defaultProcessor = processor__    };set,the,processor,that,will,be,invoked,when,the,some,message,is,received,this,processor,could,be,overwritten,by,link,when,exchange,received,int,processor,method;public,void,when,any,exchange,received,processor,processor,this,default,processor,processor
MockEndpoint -> public AssertionClause expectedBodyReceived();1549264559;Adds an expectation that the given body value are received by this endpoint;public AssertionClause expectedBodyReceived() {_        expectedMessageCount(1)__        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                Exchange exchange = getReceivedExchange(0)__                assertTrue("No exchange received for counter: " + 0, exchange != null)___                Object actualBody = exchange.getIn().getBody()__                Expression exp = createExpression(getCamelContext())__                Object expectedBody = exp.evaluate(exchange, Object.class)___                assertEquals("Body of message: " + 0, expectedBody, actualBody)__            }_        }__        expects(clause)__        return clause__    };adds,an,expectation,that,the,given,body,value,are,received,by,this,endpoint;public,assertion,clause,expected,body,received,expected,message,count,1,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,exchange,exchange,get,received,exchange,0,assert,true,no,exchange,received,for,counter,0,exchange,null,object,actual,body,exchange,get,in,get,body,expression,exp,create,expression,get,camel,context,object,expected,body,exp,evaluate,exchange,object,class,assert,equals,body,of,message,0,expected,body,actual,body,expects,clause,return,clause
MockEndpoint -> public AssertionClause expectedBodyReceived();1549433221;Adds an expectation that the given body value are received by this endpoint;public AssertionClause expectedBodyReceived() {_        expectedMessageCount(1)__        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                Exchange exchange = getReceivedExchange(0)__                assertTrue("No exchange received for counter: " + 0, exchange != null)___                Object actualBody = exchange.getIn().getBody()__                Expression exp = createExpression(getCamelContext())__                Object expectedBody = exp.evaluate(exchange, Object.class)___                assertEquals("Body of message: " + 0, expectedBody, actualBody)__            }_        }__        expects(clause)__        return clause__    };adds,an,expectation,that,the,given,body,value,are,received,by,this,endpoint;public,assertion,clause,expected,body,received,expected,message,count,1,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,exchange,exchange,get,received,exchange,0,assert,true,no,exchange,received,for,counter,0,exchange,null,object,actual,body,exchange,get,in,get,body,expression,exp,create,expression,get,camel,context,object,expected,body,exp,evaluate,exchange,object,class,assert,equals,body,of,message,0,expected,body,actual,body,expects,clause,return,clause
MockEndpoint -> public AssertionClause expectedBodyReceived();1550749310;Adds an expectation that the given body value are received by this endpoint;public AssertionClause expectedBodyReceived() {_        expectedMessageCount(1)__        final AssertionClause clause = new AssertionClause(this) {_            public void run() {_                Exchange exchange = getReceivedExchange(0)__                assertTrue("No exchange received for counter: " + 0, exchange != null)___                Object actualBody = exchange.getIn().getBody()__                Expression exp = createExpression(getCamelContext())__                Object expectedBody = exp.evaluate(exchange, Object.class)___                assertEquals("Body of message: " + 0, expectedBody, actualBody)__            }_        }__        expects(clause)__        return clause__    };adds,an,expectation,that,the,given,body,value,are,received,by,this,endpoint;public,assertion,clause,expected,body,received,expected,message,count,1,final,assertion,clause,clause,new,assertion,clause,this,public,void,run,exchange,exchange,get,received,exchange,0,assert,true,no,exchange,received,for,counter,0,exchange,null,object,actual,body,exchange,get,in,get,body,expression,exp,create,expression,get,camel,context,object,expected,body,exp,evaluate,exchange,object,class,assert,equals,body,of,message,0,expected,body,actual,body,expects,clause,return,clause
MockEndpoint -> public void setMinimumExpectedMessageCount(int expectedCount);1549264559;Specifies the minimum number of expected message exchanges that should be_received by this endpoint__@param expectedCount the number of message exchanges that should be_expected by this endpoint;public void setMinimumExpectedMessageCount(int expectedCount) {_        this.expectedMinimumCount = expectedCount__        if (expectedCount <= 0) {_            latch = null__        } else {_            latch = new CountDownLatch(expectedMinimumCount)__        }_    };specifies,the,minimum,number,of,expected,message,exchanges,that,should,be,received,by,this,endpoint,param,expected,count,the,number,of,message,exchanges,that,should,be,expected,by,this,endpoint;public,void,set,minimum,expected,message,count,int,expected,count,this,expected,minimum,count,expected,count,if,expected,count,0,latch,null,else,latch,new,count,down,latch,expected,minimum,count
MockEndpoint -> public void setMinimumExpectedMessageCount(int expectedCount);1549433221;Specifies the minimum number of expected message exchanges that should be_received by this endpoint__@param expectedCount the number of message exchanges that should be_expected by this endpoint;public void setMinimumExpectedMessageCount(int expectedCount) {_        this.expectedMinimumCount = expectedCount__        if (expectedCount <= 0) {_            latch = null__        } else {_            latch = new CountDownLatch(expectedMinimumCount)__        }_    };specifies,the,minimum,number,of,expected,message,exchanges,that,should,be,received,by,this,endpoint,param,expected,count,the,number,of,message,exchanges,that,should,be,expected,by,this,endpoint;public,void,set,minimum,expected,message,count,int,expected,count,this,expected,minimum,count,expected,count,if,expected,count,0,latch,null,else,latch,new,count,down,latch,expected,minimum,count
MockEndpoint -> public void setMinimumExpectedMessageCount(int expectedCount);1550749310;Specifies the minimum number of expected message exchanges that should be_received by this endpoint__@param expectedCount the number of message exchanges that should be_expected by this endpoint;public void setMinimumExpectedMessageCount(int expectedCount) {_        this.expectedMinimumCount = expectedCount__        if (expectedCount <= 0) {_            latch = null__        } else {_            latch = new CountDownLatch(expectedMinimumCount)__        }_    };specifies,the,minimum,number,of,expected,message,exchanges,that,should,be,received,by,this,endpoint,param,expected,count,the,number,of,message,exchanges,that,should,be,expected,by,this,endpoint;public,void,set,minimum,expected,message,count,int,expected,count,this,expected,minimum,count,expected,count,if,expected,count,0,latch,null,else,latch,new,count,down,latch,expected,minimum,count
MockEndpoint -> public void setAssertPeriod(long period);1549264559;Sets a grace period after which the mock endpoint will re-assert_to ensure the preliminary assertion is still valid._<p/>_This is used for example to assert that <b>exactly</b> a number of messages_arrives. For example if {@link #expectedMessageCount(int)} was set to 5, then_the assertion is satisfied when 5 or more message arrives. To ensure that_exactly 5 messages arrives, then you would need to wait a little period_to ensure no further message arrives. This is what you can use this_{@link #setAssertPeriod(long)} method for._<p/>_By default this period is disabled.__@param period grace period in millis;public void setAssertPeriod(long period) {_        this.assertPeriod = period__    };sets,a,grace,period,after,which,the,mock,endpoint,will,re,assert,to,ensure,the,preliminary,assertion,is,still,valid,p,this,is,used,for,example,to,assert,that,b,exactly,b,a,number,of,messages,arrives,for,example,if,link,expected,message,count,int,was,set,to,5,then,the,assertion,is,satisfied,when,5,or,more,message,arrives,to,ensure,that,exactly,5,messages,arrives,then,you,would,need,to,wait,a,little,period,to,ensure,no,further,message,arrives,this,is,what,you,can,use,this,link,set,assert,period,long,method,for,p,by,default,this,period,is,disabled,param,period,grace,period,in,millis;public,void,set,assert,period,long,period,this,assert,period,period
MockEndpoint -> public void setAssertPeriod(long period);1549433221;Sets a grace period after which the mock endpoint will re-assert_to ensure the preliminary assertion is still valid._<p/>_This is used for example to assert that <b>exactly</b> a number of messages_arrives. For example if {@link #expectedMessageCount(int)} was set to 5, then_the assertion is satisfied when 5 or more message arrives. To ensure that_exactly 5 messages arrives, then you would need to wait a little period_to ensure no further message arrives. This is what you can use this_method for._<p/>_By default this period is disabled.__@param period grace period in millis;public void setAssertPeriod(long period) {_        this.assertPeriod = period__    };sets,a,grace,period,after,which,the,mock,endpoint,will,re,assert,to,ensure,the,preliminary,assertion,is,still,valid,p,this,is,used,for,example,to,assert,that,b,exactly,b,a,number,of,messages,arrives,for,example,if,link,expected,message,count,int,was,set,to,5,then,the,assertion,is,satisfied,when,5,or,more,message,arrives,to,ensure,that,exactly,5,messages,arrives,then,you,would,need,to,wait,a,little,period,to,ensure,no,further,message,arrives,this,is,what,you,can,use,this,method,for,p,by,default,this,period,is,disabled,param,period,grace,period,in,millis;public,void,set,assert,period,long,period,this,assert,period,period
MockEndpoint -> public void setAssertPeriod(long period);1550749310;Sets a grace period after which the mock endpoint will re-assert_to ensure the preliminary assertion is still valid._<p/>_This is used for example to assert that <b>exactly</b> a number of messages_arrives. For example if {@link #expectedMessageCount(int)} was set to 5, then_the assertion is satisfied when 5 or more message arrives. To ensure that_exactly 5 messages arrives, then you would need to wait a little period_to ensure no further message arrives. This is what you can use this_method for._<p/>_By default this period is disabled.__@param period grace period in millis;public void setAssertPeriod(long period) {_        this.assertPeriod = period__    };sets,a,grace,period,after,which,the,mock,endpoint,will,re,assert,to,ensure,the,preliminary,assertion,is,still,valid,p,this,is,used,for,example,to,assert,that,b,exactly,b,a,number,of,messages,arrives,for,example,if,link,expected,message,count,int,was,set,to,5,then,the,assertion,is,satisfied,when,5,or,more,message,arrives,to,ensure,that,exactly,5,messages,arrives,then,you,would,need,to,wait,a,little,period,to,ensure,no,further,message,arrives,this,is,what,you,can,use,this,method,for,p,by,default,this,period,is,disabled,param,period,grace,period,in,millis;public,void,set,assert,period,long,period,this,assert,period,period
MockEndpoint -> public void expectedBodiesReceivedInAnyOrder(final List<?> bodies);1549264559;Adds an expectation that the given body values are received by this_endpoint in any order_<p/>_<b>Important:</b> The number of bodies must match the expected number of messages, so if you expect 3 messages, then_there must be 3 bodies._<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedBodiesReceivedInAnyOrder(final List<?> bodies) {_        expectedMessageCount(bodies.size())__        this.expectedBodyValues = bodies__        this.actualBodyValues = new ArrayList<>()___        expects(new Runnable() {_            public void run() {_                List<Object> actualBodyValuesSet = new ArrayList<>(actualBodyValues)__                for (int i = 0_ i < expectedBodyValues.size()_ i++) {_                    Exchange exchange = getReceivedExchange(i)__                    assertTrue("No exchange received for counter: " + i, exchange != null)___                    Object expectedBody = expectedBodyValues.get(i)__                    assertTrue("Message with body " + expectedBody + " was expected but not found in " + actualBodyValuesSet, actualBodyValuesSet.remove(expectedBody))__                }_            }_        })__    };adds,an,expectation,that,the,given,body,values,are,received,by,this,endpoint,in,any,order,p,b,important,b,the,number,of,bodies,must,match,the,expected,number,of,messages,so,if,you,expect,3,messages,then,there,must,be,3,bodies,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,bodies,received,in,any,order,final,list,bodies,expected,message,count,bodies,size,this,expected,body,values,bodies,this,actual,body,values,new,array,list,expects,new,runnable,public,void,run,list,object,actual,body,values,set,new,array,list,actual,body,values,for,int,i,0,i,expected,body,values,size,i,exchange,exchange,get,received,exchange,i,assert,true,no,exchange,received,for,counter,i,exchange,null,object,expected,body,expected,body,values,get,i,assert,true,message,with,body,expected,body,was,expected,but,not,found,in,actual,body,values,set,actual,body,values,set,remove,expected,body
MockEndpoint -> public void expectedBodiesReceivedInAnyOrder(final List<?> bodies);1549433221;Adds an expectation that the given body values are received by this_endpoint in any order_<p/>_<b>Important:</b> The number of bodies must match the expected number of messages, so if you expect 3 messages, then_there must be 3 bodies._<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedBodiesReceivedInAnyOrder(final List<?> bodies) {_        expectedMessageCount(bodies.size())__        this.expectedBodyValues = bodies__        this.actualBodyValues = new ArrayList<>()___        expects(new Runnable() {_            public void run() {_                List<Object> actualBodyValuesSet = new ArrayList<>(actualBodyValues)__                for (int i = 0_ i < expectedBodyValues.size()_ i++) {_                    Exchange exchange = getReceivedExchange(i)__                    assertTrue("No exchange received for counter: " + i, exchange != null)___                    Object expectedBody = expectedBodyValues.get(i)__                    assertTrue("Message with body " + expectedBody + " was expected but not found in " + actualBodyValuesSet, actualBodyValuesSet.remove(expectedBody))__                }_            }_        })__    };adds,an,expectation,that,the,given,body,values,are,received,by,this,endpoint,in,any,order,p,b,important,b,the,number,of,bodies,must,match,the,expected,number,of,messages,so,if,you,expect,3,messages,then,there,must,be,3,bodies,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,bodies,received,in,any,order,final,list,bodies,expected,message,count,bodies,size,this,expected,body,values,bodies,this,actual,body,values,new,array,list,expects,new,runnable,public,void,run,list,object,actual,body,values,set,new,array,list,actual,body,values,for,int,i,0,i,expected,body,values,size,i,exchange,exchange,get,received,exchange,i,assert,true,no,exchange,received,for,counter,i,exchange,null,object,expected,body,expected,body,values,get,i,assert,true,message,with,body,expected,body,was,expected,but,not,found,in,actual,body,values,set,actual,body,values,set,remove,expected,body
MockEndpoint -> public void expectedBodiesReceivedInAnyOrder(final List<?> bodies);1550749310;Adds an expectation that the given body values are received by this_endpoint in any order_<p/>_<b>Important:</b> The number of bodies must match the expected number of messages, so if you expect 3 messages, then_there must be 3 bodies._<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedBodiesReceivedInAnyOrder(final List<?> bodies) {_        expectedMessageCount(bodies.size())__        this.expectedBodyValues = bodies__        this.actualBodyValues = new ArrayList<>()___        expects(new Runnable() {_            public void run() {_                List<Object> actualBodyValuesSet = new ArrayList<>(actualBodyValues)__                for (int i = 0_ i < expectedBodyValues.size()_ i++) {_                    Exchange exchange = getReceivedExchange(i)__                    assertTrue("No exchange received for counter: " + i, exchange != null)___                    Object expectedBody = expectedBodyValues.get(i)__                    assertTrue("Message with body " + expectedBody + " was expected but not found in " + actualBodyValuesSet, actualBodyValuesSet.remove(expectedBody))__                }_            }_        })__    };adds,an,expectation,that,the,given,body,values,are,received,by,this,endpoint,in,any,order,p,b,important,b,the,number,of,bodies,must,match,the,expected,number,of,messages,so,if,you,expect,3,messages,then,there,must,be,3,bodies,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,bodies,received,in,any,order,final,list,bodies,expected,message,count,bodies,size,this,expected,body,values,bodies,this,actual,body,values,new,array,list,expects,new,runnable,public,void,run,list,object,actual,body,values,set,new,array,list,actual,body,values,for,int,i,0,i,expected,body,values,size,i,exchange,exchange,get,received,exchange,i,assert,true,no,exchange,received,for,counter,i,exchange,null,object,expected,body,expected,body,values,get,i,assert,true,message,with,body,expected,body,was,expected,but,not,found,in,actual,body,values,set,actual,body,values,set,remove,expected,body
