# id;timestamp;commentText;codeText;commentWords;codeWords
ComputeFunction -> public final void sendMessageToAllNeighbors(Message m);1458583829;Sends the given message to all vertices that are targets of an edge of the changed vertex._This method is mutually exclusive to the method {@link #getEdges()} and may be called only once.__@param m The message to send.;public final void sendMessageToAllNeighbors(Message m) {_		if (edgesUsed) {_			throw new IllegalStateException("Can use either 'getEdges()' or 'sendMessageToAllNeighbors()'"_					+ "exactly once.")__		}_		_		edgesUsed = true___		outMsg.setField(m, 1)__		_		while (edges.hasNext()) {_			Tuple next = (Tuple) edges.next()__			outMsg.setField(next.getField(1), 0)__			out.collect(Either.Right(outMsg))__		}_	};sends,the,given,message,to,all,vertices,that,are,targets,of,an,edge,of,the,changed,vertex,this,method,is,mutually,exclusive,to,the,method,link,get,edges,and,may,be,called,only,once,param,m,the,message,to,send;public,final,void,send,message,to,all,neighbors,message,m,if,edges,used,throw,new,illegal,state,exception,can,use,either,get,edges,or,send,message,to,all,neighbors,exactly,once,edges,used,true,out,msg,set,field,m,1,while,edges,has,next,tuple,next,tuple,edges,next,out,msg,set,field,next,get,field,1,0,out,collect,either,right,out,msg
ComputeFunction -> public abstract void compute(Vertex<K, VV> vertex, MessageIterator<Message> messages) throws Exception_;1475685606;This method is invoked once per superstep, for each active vertex._A vertex is active during a superstep, if at least one message was produced for it,_in the previous superstep. During the first superstep, all vertices are active._<p>_This method can iterate over all received messages, set the new vertex value, and_send messages to other vertices (which will be delivered in the next superstep).__@param vertex The vertex executing this function_@param messages The messages that were sent to this vertex in the previous superstep_@throws Exception;public abstract void compute(Vertex<K, VV> vertex, MessageIterator<Message> messages) throws Exception_;this,method,is,invoked,once,per,superstep,for,each,active,vertex,a,vertex,is,active,during,a,superstep,if,at,least,one,message,was,produced,for,it,in,the,previous,superstep,during,the,first,superstep,all,vertices,are,active,p,this,method,can,iterate,over,all,received,messages,set,the,new,vertex,value,and,send,messages,to,other,vertices,which,will,be,delivered,in,the,next,superstep,param,vertex,the,vertex,executing,this,function,param,messages,the,messages,that,were,sent,to,this,vertex,in,the,previous,superstep,throws,exception;public,abstract,void,compute,vertex,k,vv,vertex,message,iterator,message,messages,throws,exception
ComputeFunction -> public abstract void compute(Vertex<K, VV> vertex, MessageIterator<Message> messages) throws Exception_;1495819075;This method is invoked once per superstep, for each active vertex._A vertex is active during a superstep, if at least one message was produced for it,_in the previous superstep. During the first superstep, all vertices are active.__<p>This method can iterate over all received messages, set the new vertex value, and_send messages to other vertices (which will be delivered in the next superstep).__@param vertex The vertex executing this function_@param messages The messages that were sent to this vertex in the previous superstep_@throws Exception;public abstract void compute(Vertex<K, VV> vertex, MessageIterator<Message> messages) throws Exception_;this,method,is,invoked,once,per,superstep,for,each,active,vertex,a,vertex,is,active,during,a,superstep,if,at,least,one,message,was,produced,for,it,in,the,previous,superstep,during,the,first,superstep,all,vertices,are,active,p,this,method,can,iterate,over,all,received,messages,set,the,new,vertex,value,and,send,messages,to,other,vertices,which,will,be,delivered,in,the,next,superstep,param,vertex,the,vertex,executing,this,function,param,messages,the,messages,that,were,sent,to,this,vertex,in,the,previous,superstep,throws,exception;public,abstract,void,compute,vertex,k,vv,vertex,message,iterator,message,messages,throws,exception
ComputeFunction -> public final <T> Collection<T> getBroadcastSet(String name);1458583829;Gets the broadcast data set registered under the given name. Broadcast data sets_are available on all parallel instances of a function. They can be registered via_{@link org.apache.flink.graph.spargel.VertexCentricConfiguration#addBroadcastSet(String, org.apache.flink.api.java.DataSet)}.__@param name The name under which the broadcast set is registered._@return The broadcast data set.;public final <T> Collection<T> getBroadcastSet(String name) {_		return this.runtimeContext.<T>getBroadcastVariable(name)__	};gets,the,broadcast,data,set,registered,under,the,given,name,broadcast,data,sets,are,available,on,all,parallel,instances,of,a,function,they,can,be,registered,via,link,org,apache,flink,graph,spargel,vertex,centric,configuration,add,broadcast,set,string,org,apache,flink,api,java,data,set,param,name,the,name,under,which,the,broadcast,set,is,registered,return,the,broadcast,data,set;public,final,t,collection,t,get,broadcast,set,string,name,return,this,runtime,context,t,get,broadcast,variable,name
ComputeFunction -> public final <T> Collection<T> getBroadcastSet(String name);1458583829;Gets the broadcast data set registered under the given name. Broadcast data sets_are available on all parallel instances of a function. They can be registered via_{@link org.apache.flink.graph.pregel.VertexCentricConfiguration#addBroadcastSet(String, DataSet)}.__@param name The name under which the broadcast set is registered._@return The broadcast data set.;public final <T> Collection<T> getBroadcastSet(String name) {_		return this.runtimeContext.<T>getBroadcastVariable(name)__	};gets,the,broadcast,data,set,registered,under,the,given,name,broadcast,data,sets,are,available,on,all,parallel,instances,of,a,function,they,can,be,registered,via,link,org,apache,flink,graph,pregel,vertex,centric,configuration,add,broadcast,set,string,data,set,param,name,the,name,under,which,the,broadcast,set,is,registered,return,the,broadcast,data,set;public,final,t,collection,t,get,broadcast,set,string,name,return,this,runtime,context,t,get,broadcast,variable,name
ComputeFunction -> public final <T> Collection<T> getBroadcastSet(String name);1475684776;Gets the broadcast data set registered under the given name. Broadcast data sets_are available on all parallel instances of a function. They can be registered via_{@link org.apache.flink.graph.pregel.VertexCentricConfiguration#addBroadcastSet(String, DataSet)}.__@param name The name under which the broadcast set is registered._@return The broadcast data set.;public final <T> Collection<T> getBroadcastSet(String name) {_		return this.runtimeContext.getBroadcastVariable(name)__	};gets,the,broadcast,data,set,registered,under,the,given,name,broadcast,data,sets,are,available,on,all,parallel,instances,of,a,function,they,can,be,registered,via,link,org,apache,flink,graph,pregel,vertex,centric,configuration,add,broadcast,set,string,data,set,param,name,the,name,under,which,the,broadcast,set,is,registered,return,the,broadcast,data,set;public,final,t,collection,t,get,broadcast,set,string,name,return,this,runtime,context,get,broadcast,variable,name
ComputeFunction -> public final <T> Collection<T> getBroadcastSet(String name);1475685606;Gets the broadcast data set registered under the given name. Broadcast data sets_are available on all parallel instances of a function. They can be registered via_{@link org.apache.flink.graph.pregel.VertexCentricConfiguration#addBroadcastSet(String, DataSet)}.__@param name The name under which the broadcast set is registered._@return The broadcast data set.;public final <T> Collection<T> getBroadcastSet(String name) {_		return this.runtimeContext.getBroadcastVariable(name)__	};gets,the,broadcast,data,set,registered,under,the,given,name,broadcast,data,sets,are,available,on,all,parallel,instances,of,a,function,they,can,be,registered,via,link,org,apache,flink,graph,pregel,vertex,centric,configuration,add,broadcast,set,string,data,set,param,name,the,name,under,which,the,broadcast,set,is,registered,return,the,broadcast,data,set;public,final,t,collection,t,get,broadcast,set,string,name,return,this,runtime,context,get,broadcast,variable,name
ComputeFunction -> public final <T> Collection<T> getBroadcastSet(String name);1495819075;Gets the broadcast data set registered under the given name. Broadcast data sets_are available on all parallel instances of a function. They can be registered via_{@link org.apache.flink.graph.pregel.VertexCentricConfiguration#addBroadcastSet(String, DataSet)}.__@param name The name under which the broadcast set is registered._@return The broadcast data set.;public final <T> Collection<T> getBroadcastSet(String name) {_		return this.runtimeContext.getBroadcastVariable(name)__	};gets,the,broadcast,data,set,registered,under,the,given,name,broadcast,data,sets,are,available,on,all,parallel,instances,of,a,function,they,can,be,registered,via,link,org,apache,flink,graph,pregel,vertex,centric,configuration,add,broadcast,set,string,data,set,param,name,the,name,under,which,the,broadcast,set,is,registered,return,the,broadcast,data,set;public,final,t,collection,t,get,broadcast,set,string,name,return,this,runtime,context,get,broadcast,variable,name
ComputeFunction -> public final <T extends Value> T getPreviousIterationAggregate(String name);1458583829;Get the aggregated value that an aggregator computed in the previous iteration.__@param name The name of the aggregator._@return The aggregated value of the previous iteration.;public final <T extends Value> T getPreviousIterationAggregate(String name) {_		return this.runtimeContext.<T>getPreviousIterationAggregate(name)__	};get,the,aggregated,value,that,an,aggregator,computed,in,the,previous,iteration,param,name,the,name,of,the,aggregator,return,the,aggregated,value,of,the,previous,iteration;public,final,t,extends,value,t,get,previous,iteration,aggregate,string,name,return,this,runtime,context,t,get,previous,iteration,aggregate,name
ComputeFunction -> public final <T extends Value> T getPreviousIterationAggregate(String name);1458583829;Get the aggregated value that an aggregator computed in the previous iteration.__@param name The name of the aggregator._@return The aggregated value of the previous iteration.;public final <T extends Value> T getPreviousIterationAggregate(String name) {_		return this.runtimeContext.<T>getPreviousIterationAggregate(name)__	};get,the,aggregated,value,that,an,aggregator,computed,in,the,previous,iteration,param,name,the,name,of,the,aggregator,return,the,aggregated,value,of,the,previous,iteration;public,final,t,extends,value,t,get,previous,iteration,aggregate,string,name,return,this,runtime,context,t,get,previous,iteration,aggregate,name
ComputeFunction -> public final <T extends Value> T getPreviousIterationAggregate(String name);1475684776;Get the aggregated value that an aggregator computed in the previous iteration.__@param name The name of the aggregator._@return The aggregated value of the previous iteration.;public final <T extends Value> T getPreviousIterationAggregate(String name) {_		return this.runtimeContext.getPreviousIterationAggregate(name)__	};get,the,aggregated,value,that,an,aggregator,computed,in,the,previous,iteration,param,name,the,name,of,the,aggregator,return,the,aggregated,value,of,the,previous,iteration;public,final,t,extends,value,t,get,previous,iteration,aggregate,string,name,return,this,runtime,context,get,previous,iteration,aggregate,name
ComputeFunction -> public final <T extends Value> T getPreviousIterationAggregate(String name);1475685606;Get the aggregated value that an aggregator computed in the previous iteration.__@param name The name of the aggregator._@return The aggregated value of the previous iteration.;public final <T extends Value> T getPreviousIterationAggregate(String name) {_		return this.runtimeContext.getPreviousIterationAggregate(name)__	};get,the,aggregated,value,that,an,aggregator,computed,in,the,previous,iteration,param,name,the,name,of,the,aggregator,return,the,aggregated,value,of,the,previous,iteration;public,final,t,extends,value,t,get,previous,iteration,aggregate,string,name,return,this,runtime,context,get,previous,iteration,aggregate,name
ComputeFunction -> public final <T extends Value> T getPreviousIterationAggregate(String name);1495819075;Get the aggregated value that an aggregator computed in the previous iteration.__@param name The name of the aggregator._@return The aggregated value of the previous iteration.;public final <T extends Value> T getPreviousIterationAggregate(String name) {_		return this.runtimeContext.getPreviousIterationAggregate(name)__	};get,the,aggregated,value,that,an,aggregator,computed,in,the,previous,iteration,param,name,the,name,of,the,aggregator,return,the,aggregated,value,of,the,previous,iteration;public,final,t,extends,value,t,get,previous,iteration,aggregate,string,name,return,this,runtime,context,get,previous,iteration,aggregate,name
ComputeFunction -> public void preSuperstep() throws Exception;1458583829;This method is executed once per superstep before the vertex update function is invoked for each vertex.__@throws Exception Exceptions in the pre-superstep phase cause the superstep to fail.;public void preSuperstep() throws Exception {};this,method,is,executed,once,per,superstep,before,the,vertex,update,function,is,invoked,for,each,vertex,throws,exception,exceptions,in,the,pre,superstep,phase,cause,the,superstep,to,fail;public,void,pre,superstep,throws,exception
ComputeFunction -> public void preSuperstep() throws Exception;1458583829;This method is executed once per superstep before the vertex update function is invoked for each vertex.__@throws Exception Exceptions in the pre-superstep phase cause the superstep to fail.;public void preSuperstep() throws Exception {};this,method,is,executed,once,per,superstep,before,the,vertex,update,function,is,invoked,for,each,vertex,throws,exception,exceptions,in,the,pre,superstep,phase,cause,the,superstep,to,fail;public,void,pre,superstep,throws,exception
ComputeFunction -> public void preSuperstep() throws Exception;1475684776;This method is executed once per superstep before the vertex update function is invoked for each vertex.__@throws Exception Exceptions in the pre-superstep phase cause the superstep to fail.;public void preSuperstep() throws Exception {};this,method,is,executed,once,per,superstep,before,the,vertex,update,function,is,invoked,for,each,vertex,throws,exception,exceptions,in,the,pre,superstep,phase,cause,the,superstep,to,fail;public,void,pre,superstep,throws,exception
ComputeFunction -> public void preSuperstep() throws Exception;1475685606;This method is executed once per superstep before the vertex update function is invoked for each vertex.__@throws Exception Exceptions in the pre-superstep phase cause the superstep to fail.;public void preSuperstep() throws Exception {};this,method,is,executed,once,per,superstep,before,the,vertex,update,function,is,invoked,for,each,vertex,throws,exception,exceptions,in,the,pre,superstep,phase,cause,the,superstep,to,fail;public,void,pre,superstep,throws,exception
ComputeFunction -> public void preSuperstep() throws Exception;1495819075;This method is executed once per superstep before the vertex update function is invoked for each vertex.__@throws Exception Exceptions in the pre-superstep phase cause the superstep to fail.;public void preSuperstep() throws Exception {};this,method,is,executed,once,per,superstep,before,the,vertex,update,function,is,invoked,for,each,vertex,throws,exception,exceptions,in,the,pre,superstep,phase,cause,the,superstep,to,fail;public,void,pre,superstep,throws,exception
