# id;timestamp;commentText;codeText;commentWords;codeWords
AdamicAdar -> Result -> public Result();1464173021;No-args constructor.;public Result() {_			f2 = new FloatValue()__		};no,args,constructor;public,result,f2,new,float,value
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1464173021;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1466714907;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1469452167;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1472831588;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1477509530;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1487885205;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1488305420;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1492096511;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1495653033;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return f2__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,f2
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1498486910;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return adamicAdarScore__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,adamic,adar,score
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1498486910;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return adamicAdarScore__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,adamic,adar,score
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1499288286;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return adamicAdarScore__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,adamic,adar,score
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1501064632;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return adamicAdarScore__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,adamic,adar,score
AdamicAdar -> Result -> public FloatValue getAdamicAdarScore();1501532946;Get the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@return Adamic-Adar score;public FloatValue getAdamicAdarScore() {_			return adamicAdarScore__		};get,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,return,adamic,adar,score;public,float,value,get,adamic,adar,score,return,adamic,adar,score
AdamicAdar -> public AdamicAdar<K, VV, EV> setMirrorResults(boolean mirrorResults);1499288286;By default only one result is output for each pair of vertices. When_mirroring a second result with the vertex order flipped is output for_each pair of vertices.__@param mirrorResults whether output results should be mirrored_@return this;public AdamicAdar<K, VV, EV> setMirrorResults(boolean mirrorResults) {_		this.mirrorResults = mirrorResults___		return this__	};by,default,only,one,result,is,output,for,each,pair,of,vertices,when,mirroring,a,second,result,with,the,vertex,order,flipped,is,output,for,each,pair,of,vertices,param,mirror,results,whether,output,results,should,be,mirrored,return,this;public,adamic,adar,k,vv,ev,set,mirror,results,boolean,mirror,results,this,mirror,results,mirror,results,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMirrorResults(boolean mirrorResults);1501064632;By default only one result is output for each pair of vertices. When_mirroring a second result with the vertex order flipped is output for_each pair of vertices.__@param mirrorResults whether output results should be mirrored_@return this;public AdamicAdar<K, VV, EV> setMirrorResults(boolean mirrorResults) {_		this.mirrorResults = mirrorResults___		return this__	};by,default,only,one,result,is,output,for,each,pair,of,vertices,when,mirroring,a,second,result,with,the,vertex,order,flipped,is,output,for,each,pair,of,vertices,param,mirror,results,whether,output,results,should,be,mirrored,return,this;public,adamic,adar,k,vv,ev,set,mirror,results,boolean,mirror,results,this,mirror,results,mirror,results,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMirrorResults(boolean mirrorResults);1501532946;By default only one result is output for each pair of vertices. When_mirroring a second result with the vertex order flipped is output for_each pair of vertices.__@param mirrorResults whether output results should be mirrored_@return this;public AdamicAdar<K, VV, EV> setMirrorResults(boolean mirrorResults) {_		this.mirrorResults = mirrorResults___		return this__	};by,default,only,one,result,is,output,for,each,pair,of,vertices,when,mirroring,a,second,result,with,the,vertex,order,flipped,is,output,for,each,pair,of,vertices,param,mirror,results,whether,output,results,should,be,mirrored,return,this;public,adamic,adar,k,vv,ev,set,mirror,results,boolean,mirror,results,this,mirror,results,mirror,results,return,this
